Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
down,57,2,274,145.6,6
left,48,4,281.04,147.26,8
up,61,4,290.92,152.02,10
right,59,4,276.28,144.04,12
up,52,8,269.04,138.64,14
left,57,8,284.32,143.94,16
left,51,8,275.88,140.68,18
down,58,8,271.32,137.84,20
up,54,8,270.8,134.58,22
left,50,8,265.52,130.38,24
right,38,8,284.24,140.2,26
right,47,8,275.8,135.02,30
down,49,8,287.12,138.24,34
right,47,8,283.12,134.74,36
left,47,16,294.48,139.2,38
up,46,16,273.52,127.64,40
up,49,16,272.12,125.12,42
left,56,16,266.88,122.28,44
left,64,16,276.64,126.52,46
left,38,16,272.68,122.3,48
up,52,16,281.56,128.32,50
down,35,16,253.92,108.18,52
right,46,16,293.72,131.56,54
left,37,16,276.84,120.74,56
left,44,16,271.88,118.28,58
up,39,16,277.16,118.4,60
left,40,32,265.64,114.7,64
right,41,32,291.16,124.42,66
left,45,32,280.16,119.9,68
up,67,32,277.44,114.88,70
left,43,32,277.88,112.72,72
right,46,32,281.72,117.24,74
down,57,32,277.72,110.98,76
right,57,32,272.6,109.1,78
right,41,32,270.88,106.2,80
right,44,32,279.84,108.8,82
left,30,32,290.68,114.88,84
down,31,32,278.32,108.04,86
right,35,32,282.6,109.06,88
left,44,32,285.4,108.4,90
left,49,32,297.8,114.38,92
up,54,32,287.52,106.3,94
right,55,32,271.52,95.82,96
down,42,64,284.24,105.42,98
down,40,64,277.2,97.92,100
up,40,64,292,106.7,102
up,34,64,286.32,101.58,104
down,38,64,281.2,97.98,106
left,37,64,278.84,95.4,108
up,45,64,278.92,92.8,110
right,58,64,281.96,94.22,112
up,40,64,277.68,90.56,114
right,44,64,275,88.58,116
down,40,64,275.72,88.72,118
up,43,64,291.2,97.14,120
left,37,64,265.32,82.08,122
right,31,64,280.4,90.22,124
left,40,64,278.04,86.62,126
up,29,64,270.8,80.36,130
left,38,64,277.48,81.14,132
right,31,64,261.2,71.44,136
up,44,64,262.44,70.1,140
up,63,64,265.56,69.16,142
down,37,64,285.56,80.66,144
up,34,64,275.8,74.5,146
down,38,64,278.28,73.78,148
right,30,64,277.48,72.94,150
left,26,64,257.32,59.28,152
down,24,64,256.16,59.02,154
right,34,64,271.72,66.38,156
up,29,64,282.92,71.22,158
up,33,64,300.84,81.16,160
right,26,64,281.8,68.24,164
right,26,64,296.56,73.4,166
up,26,64,305.36,76.52,168
left,32,64,319.08,85.06,170
up,49,64,315.48,80.16,172
right,42,64,316.6,80.32,174
left,33,64,327.12,84.9,176
right,39,64,322.12,80.9,180
right,37,64,325.68,81.34,184
down,40,128,320.52,77.14,186
right,53,128,323.68,77.9,188
right,35,128,339.76,84.8,190
up,18,128,311.12,70.18,192
left,26,128,308.92,64.78,196
right,45,128,315.44,66.56,198
down,26,128,321.84,68.7,200
right,34,128,320.92,67.88,202
up,40,128,325.6,68.52,204
left,39,128,332.48,71.62,206
up,32,128,320.88,62.4,208
up,51,128,334.04,70.08,210
left,31,128,332.8,70.32,212
up,35,128,330.4,66.7,216
right,29,128,327.84,64.54,220
down,26,128,339.64,66.92,222
right,145,128,351.16,72.62,224
down,36,128,353.12,71.58,226
down,36,128,348.2,67.76,228
up,36,128,353.12,69.94,230
down,43,128,347.24,66.88,232
down,35,128,346.88,64.7,234
left,38,128,348.84,65.56,236
left,32,128,344.36,61.48,238
up,30,128,343,59.22,240
right,33,128,355.64,64.8,242
down,33,128,351.88,60.82,244
left,38,128,349.96,59.64,248
down,24,128,353.04,58.58,250
up,37,128,353.64,60.66,252
right,33,128,349.04,55.38,254
up,38,128,357.2,60.3,256
left,30,128,342.52,49.78,258
down,30,128,348.52,51.98,260
up,30,128,347.92,49.46,262
left,29,128,354.12,53.32,266
up,25,128,358.04,51.14,268
right,24,128,355.76,49.72,270
up,21,128,347.56,43.8,274
right,25,128,352.56,44.02,276
left,24,128,359.04,48.6,278
down,22,128,357.92,44.96,280
left,25,128,362.56,48.02,282
down,28,128,365.8,48.84,284
up,40,128,365.92,47.58,286
right,21,128,392.8,61.58,288
right,30,128,389.92,58.2,290
up,34,128,390.08,55.68,292
left,34,128,402.12,61,294
up,30,128,411.64,65.08,296
right,32,128,408.2,62.16,298
left,33,128,416.6,66.02,300
up,33,128,414.68,64.14,302
right,32,128,438.8,75.96,304
right,34,128,432.72,70.52,306
up,32,128,431.6,69.38,308
up,36,128,444.4,75.26,310
down,41,128,445.52,76.52,312
right,71,256,448.28,76.7,314
left,30,256,443.76,72.26,316
up,33,256,441.64,70.86,318
left,34,256,445.48,71.22,320
left,38,256,438.08,67.08,322
right,42,256,450.8,72.84,324
up,38,256,446.68,68.46,326
right,31,256,445.72,67.62,328
left,31,256,444.28,65.52,330
right,26,256,442.84,61.5,332
left,26,256,449.84,66.6,334
down,32,256,454.68,67.8,338
right,43,256,442.4,58.02,340
up,35,256,447.92,60.76,342
right,39,256,459.48,65.98,344
down,42,256,469.88,69.6,346
down,33,256,458.48,64.66,348
right,27,256,455.48,59.54,352
up,26,256,452.92,57.48,354
up,32,256,448.44,53.06,358
right,31,256,459.92,57,360
left,31,256,445.84,48.82,362
up,21,256,446.08,47.12,366
down,27,256,450.4,49.26,368
right,27,256,460.24,52.08,370
right,27,256,455.4,49.16,372
left,29,256,463.92,53.04,374
up,28,256,467.28,52.88,376
down,30,256,459.04,47.48,378
right,24,256,456.28,45.54,382
right,30,256,467.96,49.2,384
up,21,256,475.08,52.88,386
right,37,256,492.52,60.26,388
left,31,256,478.56,50.8,390
right,41,256,484.72,54.04,392
up,28,256,487.6,53.58,394
down,25,256,495.92,56.28,396
left,27,256,489.52,53.36,398
down,27,256,491.08,50.92,400
down,32,256,493.84,52.4,402
left,22,256,488.4,49.72,404
right,24,256,496.56,52.1,408
up,26,256,505.68,55.12,410
left,24,256,517.96,59.86,412
up,29,256,530.76,66.46,416
right,22,256,520.8,57.98,418
left,28,256,527.4,61.66,420
down,21,256,526.28,60.58,422
right,8,256,507.32,47.52,424
right,29,256,528.32,59.42,426
left,31,256,514.72,48.34,428
up,30,256,515.28,47.72,432
left,35,256,512.76,45.9,434
down,25,256,529.76,53.62,436
left,28,256,517.48,46.56,438
down,28,256,529.92,52.54,440
left,30,256,527.44,49.24,442
right,27,256,528.52,52.42,444
up,27,256,525.72,48.04,446
down,21,256,526,45.72,448
left,73,256,524.04,42.56,452
up,37,256,529.32,44.24,454
right,15,256,523.68,40.26,456
left,35,256,529.04,41.38,458
up,29,256,536.28,44.52,460
right,30,256,534.16,42.42,462
down,25,256,540,44.9,464
right,28,256,539.88,43.9,466
up,22,256,542.2,43.94,468
down,23,256,539.32,40.7,470
right,23,256,545.32,42.4,472
down,24,256,550.92,45.16,474
down,29,256,552.32,44.7,476
left,25,256,564.32,50.68,478
down,28,256,563.12,49.08,480
down,28,256,559.72,45.28,482
up,27,256,570.52,50.26,484
down,89,256,559.96,44.06,486
up,26,256,565,45.94,488
right,26,256,569.2,47.22,490
right,20,256,560.12,40.66,494
left,23,256,561.88,39.68,496
up,21,256,576.08,45.32,498
right,24,256,567.92,39.74,500
left,23,256,563.6,36.04,502
left,25,256,578.84,44.42,504
down,27,256,572.88,39.58,508
down,28,256,581.96,42.66,510
down,22,256,583.72,42.36,512
down,31,256,571.28,34.22,514
right,32,256,571.24,32.7,516
up,34,256,596.12,44.22,518
down,23,256,601.92,47.78,520
right,28,256,588,39.42,522
down,23,256,590.92,39.56,524
right,24,256,590.72,38.4,526
up,18,256,575.92,29.52,528
left,28,256,597.48,40.76,532
up,19,256,597.8,38.02,534
up,20,256,599.8,37.88,536
down,16,256,612.68,44.32,538
right,15,256,592.16,31.7,540
up,17,256,589.04,27.88,544
right,15,256,587.24,26.7,546
left,17,256,585.36,23.98,548
down,16,256,599.64,29.66,550
down,15,256,596.88,26.8,552
right,17,256,613.08,35.26,554
up,57,256,648.04,53.04,556
left,38,256,650.44,52.88,558
down,28,256,663.92,59.54,560
left,25,256,664.12,61.26,562
right,24,256,671.84,63.28,564
up,27,256,698.4,74.52,568
left,24,256,670.96,58.6,570
right,25,256,683.08,64.34,572
down,26,256,681.68,61.84,574
left,25,256,708.32,75.6,576
down,33,256,700.52,69.74,578
up,35,256,705.08,70.74,580
right,25,256,702.36,67.9,584
left,23,256,704.68,70.6,586
up,39,512,707.4,67.34,590
right,37,512,701.84,65.24,592
down,24,512,704.08,63.2,594
left,20,512,696.36,56.66,596
up,30,512,709.36,64.82,598
down,26,512,703.92,61.02,600
right,24,512,710.08,62.42,602
down,22,512,692.56,51.68,604
up,21,512,705.6,59.02,606
left,141,512,700.76,54.2,608
up,25,512,700.6,51.86,610
right,27,512,715.24,60.9,612
down,23,512,719.04,59.92,614
up,35,512,726.28,63.52,616
up,34,512,736.68,68.04,620
down,26,512,725.96,58.42,622
down,27,512,727,58.6,624
right,23,512,726.72,58.08,626
up,24,512,735.36,60.92,628
left,23,512,731.4,58.58,630
left,30,512,737.24,60.02,632
down,23,512,741,60.62,634
up,26,512,735,57.02,636
left,29,512,741.4,59.96,638
down,26,512,732.64,54.94,640
up,33,512,743.48,57.86,642
up,25,512,739.88,54.14,644
down,32,512,741.28,54.82,646
left,29,512,735.92,49.96,648
down,27,512,748.16,58.12,650
up,33,512,746.28,55.94,652
left,25,512,735.12,47.6,654
right,28,512,747.16,53.16,656
down,28,512,750.04,53.48,658
left,30,512,744.28,49.74,662
right,21,512,739.6,44.08,664
up,24,512,739,45.02,666
right,24,512,744.52,45.3,668
down,21,512,744.88,43.58,670
down,28,512,752.96,48.66,672
right,18,512,737.4,37.72,674
left,18,512,753.88,46.52,676
left,24,512,754.72,43.34,678
down,32,512,760.92,46.56,680
down,35,512,761.6,47.66,682
up,23,512,756.12,43.1,684
left,31,512,764.16,45.56,686
left,44,512,780.56,54.24,688
up,24,512,776.72,49.14,690
down,26,512,775.04,48.3,694
left,45,512,781.28,48.16,696
down,32,512,782.24,50.02,698
up,40,512,782.72,46.86,700
left,28,512,781.6,47.36,704
down,24,512,792.36,50.4,708
right,22,512,792.44,48.14,710
up,22,512,787,43.62,712
left,26,512,794.48,46.82,714
down,22,512,787.24,41.96,718
down,26,512,796.84,45.78,720
left,26,512,797.24,44.56,722
down,21,512,798.08,44.7,724
right,27,512,795.72,40.38,726
down,31,512,792.12,39.72,728
up,23,512,800.04,42.54,730
left,29,512,797.6,39.76,732
down,31,512,799.36,39.02,734
right,31,512,809.96,43.64,736
up,18,512,809.24,41.94,738
down,19,512,812,42.08,742
left,24,512,815.16,40.92,744
up,21,512,819.36,42.64,746
down,25,512,818.72,41.46,748
down,25,512,820.92,41.62,750
up,24,512,815.72,38.5,754
down,24,512,819.52,37.3,756
up,19,512,827,40.32,758
left,21,512,822.12,35.4,760
right,27,512,827.16,38.06,762
right,28,512,832.8,40.34,766
right,29,512,830.64,37.16,768
down,33,512,830.8,35.62,770
down,40,512,845.36,42.02,772
right,26,512,836.52,37.32,774
right,23,512,835.88,35.02,776
down,24,512,841.08,37.7,778
right,25,512,849.04,39.78,780
down,27,512,849.84,39.74,782
up,27,512,862.6,46.36,786
left,24,512,863.92,44.38,788
up,26,512,868.52,45.68,790
left,26,512,867.96,43.76,792
down,28,512,878.44,48.1,794
right,29,512,894.76,55.92,796
down,19,512,891.88,54.98,798
right,17,512,903.64,61.1,802
up,30,512,905.08,56.52,804
down,38,512,908.48,59.14,806
down,28,512,915.12,62.48,810
left,45,512,911.28,57.62,812
right,26,512,906.72,53.48,814
right,27,512,905.88,52.26,816
left,28,512,907.32,51.1,818
right,32,512,910.72,51.92,820
right,31,512,912.8,52.88,822
left,31,512,916.04,55.1,826
up,22,512,906.24,44.72,828
up,27,512,910.48,47.64,830
down,21,512,914.92,48.84,832
left,22,512,915.28,47.96,836
up,24,512,910.08,42.96,838
right,24,512,919.08,45.58,840
up,21,512,920.2,46,842
right,25,512,914.64,42.06,846
right,21,512,920.96,41.9,850
down,18,512,926.16,42.32,852
left,18,512,928.68,44.12,854
down,18,512,923.24,39.78,856
up,74,512,930.04,43.56,858
right,21,512,920.28,35.76,860
right,26,512,929.48,40.76,862
left,24,512,930,38.26,864
down,22,512,933.08,39.28,866
down,23,512,934.52,39.2,868
left,20,512,931.12,36.62,870
right,27,512,932.6,35.48,872
left,24,512,932.68,33.4,874
left,24,512,943.12,39.48,876
up,23,512,942.96,39.08,880
right,27,512,948.16,40.5,882
up,25,512,961.36,45.38,884
right,22,512,957.84,41.56,888
left,26,512,957.44,39.8,890
down,19,512,957.68,38.92,892
up,22,512,959.96,39.52,894
down,23,512,964.08,39.92,896
down,23,512,965.2,39.86,898
right,17,512,958.88,34.74,900
left,20,512,960.32,33.62,902
up,28,512,968.72,38.82,904
left,40,512,971.72,38.36,906
up,30,512,977.36,40.24,910
left,21,512,979.4,38.16,912
right,31,512,984.28,40.3,914
up,26,512,981.2,38.14,916
left,18,512,989.2,40.48,918
down,28,512,995.76,42.54,920
down,27,512,993.2,41.5,922
