Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
right,50,2,268.72,140.68,6
left,68,2,285.64,149.9,8
up,50,4,272.08,141.1,10
up,58,4,279.6,145.12,12
down,56,8,293.16,152.56,16
right,47,8,283.64,144.14,18
up,23,8,290.72,146.22,20
left,46,8,259.08,128.22,22
down,62,8,268.16,133.24,26
down,50,16,282.88,138.94,28
right,57,16,275.84,135.34,30
right,32,16,258.44,123.36,32
left,31,16,261.48,123.74,34
left,58,16,286.88,136.68,38
up,52,16,287.4,134.62,40
down,58,16,271.44,125.32,42
left,47,16,270.16,123.5,44
up,52,16,292.04,133.66,48
left,46,16,264.48,116.52,50
left,52,16,270.44,119.96,52
down,39,16,274.92,120.4,54
up,58,16,276.68,120.7,56
left,44,16,270.64,117.3,58
down,39,16,281.52,124.18,60
left,32,16,264.68,112.4,62
left,44,16,274.4,116.48,64
up,59,16,288.08,123.2,66
right,44,16,272.12,112,68
left,52,16,276.28,113.6,70
down,48,16,290.2,118.76,72
right,41,16,270.88,107.62,74
up,43,16,281.4,112.4,76
left,33,32,283.6,112.98,78
right,43,32,291.96,116.78,80
down,53,32,278.92,109.68,82
down,34,32,275,105.28,86
up,48,32,279.36,104.6,88
right,50,32,285.04,107.86,90
up,32,32,281.32,104.6,92
down,30,32,281.72,106.94,96
left,38,32,276.36,100.48,98
up,20,32,270.24,94.58,100
right,40,32,283.96,100.9,102
up,37,32,291.96,104.46,104
down,44,32,272.24,92.6,106
up,53,32,272.52,91.08,108
right,37,32,285.08,98.84,110
down,38,32,276.2,91.02,112
right,41,32,296.68,101.58,114
up,51,32,285.04,95.6,118
left,37,32,297.04,99.6,120
down,47,64,288.32,93.42,122
left,26,64,295.36,95.24,126
right,43,64,289.24,90.82,128
up,33,64,306.52,99.26,130
up,31,64,282.6,85.6,132
down,35,64,300.32,93.02,134
left,31,64,272,77.48,136
left,24,64,270.8,75.44,138
left,33,64,294.88,87.44,140
down,46,64,290.92,85.52,142
right,29,64,278.44,75,144
left,44,64,285.36,78.88,146
right,34,64,289.6,80.42,148
down,39,64,299.32,85.38,150
up,46,64,300.56,83.5,152
down,33,64,309.76,86.18,154
right,37,64,319.96,90.14,156
left,53,64,324.84,93.52,158
up,49,128,336.76,99.28,160
left,33,128,330.84,95.06,162
up,111,128,325.36,90,164
left,78,128,334.36,95.04,166
down,95,128,339.88,96.92,168
up,453,128,356.08,105.08,170
down,39,128,344.92,96.36,172
left,36,128,339.72,92.82,174
down,60,128,333.44,87.64,178
left,41,128,331.4,85.06,180
right,24,128,330.24,83.04,182
left,30,128,327.04,81.84,184
down,35,128,325.32,76.94,186
down,33,128,329.84,80.74,188
left,30,128,337.8,82.86,190
up,25,128,329.96,77.18,192
up,36,128,329.72,76.62,194
down,34,128,334.08,76.34,196
down,36,128,342.68,83.3,198
up,21,128,327.48,71.34,200
down,32,128,325.84,70.96,202
right,30,128,332.12,71.7,204
right,38,128,327.4,69.4,206
left,23,128,328.28,68.46,208
down,24,128,333.2,68.76,210
right,30,128,343.2,73.84,212
left,43,128,346.48,74.58,214
down,39,128,357.36,80.82,216
up,32,128,337.76,69.2,218
right,38,128,349.84,72.82,220
down,33,128,359.88,77.08,222
right,35,128,361.28,77.98,224
down,38,128,353,73.14,226
up,44,128,351.92,71.98,228
down,20,128,335.52,59.44,230
left,40,128,337.52,61.26,232
up,31,128,353.48,68.7,234
left,31,128,355.48,68.94,236
up,28,128,361.48,68.6,238
right,38,128,347.96,60.6,240
right,35,128,344.76,57.8,242
down,31,128,346.8,59.42,244
up,35,128,370.92,68.46,246
left,28,128,353.16,58.58,248
left,29,128,359.12,62.9,252
up,34,128,357.28,59.72,254
up,29,128,365.28,64.34,256
up,35,128,357.08,56.14,258
up,33,128,360.92,58,260
right,36,128,365.8,60.4,262
down,27,128,366.28,58.86,266
left,32,128,364.64,55.14,268
left,48,128,370.08,57.46,270
right,25,128,368.36,54.94,272
up,25,128,366.08,53.76,276
left,34,128,361.92,49.58,278
right,15,128,361.04,48.02,280
left,21,128,368.92,49.58,282
down,37,128,377.16,55.84,284
left,28,128,395.96,62.4,286
right,42,128,388.56,57.82,288
up,25,128,402.92,64.48,292
up,38,128,411,66.62,294
right,42,128,416.04,67.72,298
right,32,128,420.2,68.68,300
up,31,128,435,75.88,302
down,41,128,423.92,66.88,306
right,29,128,432.76,70.3,308
left,41,128,441.36,72.94,310
up,31,128,448.6,76.7,314
down,40,128,447.8,73.76,318
down,37,128,442.24,68.96,320
up,35,128,438.08,65.32,322
left,31,256,446.48,69.02,324
down,44,256,453.52,72.1,328
up,39,256,462.28,75.66,330
up,33,256,449.72,67.28,332
right,39,256,458.2,68.18,334
left,32,256,456.4,68.3,338
down,38,256,454.48,67.22,342
right,27,256,459.56,69,344
left,38,256,449.56,60.24,346
down,33,256,443.4,55.7,348
up,29,256,454.96,59.88,350
right,28,256,454.92,60.28,352
down,41,256,447.64,54.24,354
up,34,256,445.64,53.54,358
left,28,256,448.16,51.88,362
down,38,256,448.76,49.46,366
right,33,256,464.6,55.32,368
up,50,256,471.24,57.9,370
down,37,256,471.48,58.64,374
left,208,256,459.8,50.4,376
up,25,256,461.68,49.3,378
right,19,256,481.32,56.88,380
right,33,256,478.36,58.06,382
down,32,256,475.16,53.42,384
up,42,256,489.28,59.96,386
down,44,256,475.92,50.18,388
up,33,256,486.28,54.36,390
right,30,256,493.52,57.9,392
up,49,256,475.76,47.84,394
left,43,256,492.04,55.32,398
down,37,256,495.24,55.22,400
up,74,256,506.72,61.14,402
down,43,256,506.44,58.86,404
down,36,256,507.36,58.82,406
down,41,256,500.16,53.64,408
left,27,256,501.72,53.74,410
right,24,256,499.92,49.96,412
down,30,256,513.92,57.14,414
right,31,256,520.6,59.58,416
down,33,256,523.56,59.56,418
up,59,256,522.64,58.32,420
down,34,256,523.36,56.94,422
left,22,256,524.28,58.4,424
up,39,256,522.12,55.68,426
down,23,256,523.6,54.9,428
left,37,256,533.36,58.2,430
down,31,256,534.36,57.52,432
left,34,256,528.28,55.66,434
left,32,256,531.84,55.34,438
right,34,256,524.96,47.62,440
left,33,256,530.56,51.08,442
right,28,256,532.44,50.78,444
up,21,256,528.76,47.04,446
left,22,256,536.72,51.34,448
left,25,256,529.2,46.48,450
down,49,256,539,48.86,452
right,29,256,530.28,44.48,454
up,25,256,547.8,52.42,458
up,27,256,540.32,46.82,460
left,40,256,536.44,43.62,462
left,26,256,542.96,44.96,464
left,35,256,553.24,50.82,466
up,30,256,549.24,47.08,470
right,27,256,557.8,49.78,472
down,21,256,559.76,49.32,474
right,28,256,562.6,49.98,476
left,26,256,558.52,47.12,478
right,24,256,559.16,46.32,480
up,36,256,565.96,48.42,482
left,27,256,564.16,47,484
left,29,256,558.96,44.62,486
right,51,256,562.32,43.7,488
right,28,256,560.64,41.06,490
down,30,256,556.8,37.12,492
down,36,256,565.76,42.1,494
left,22,256,555.84,35.36,496
right,16,256,549.8,31.38,498
right,24,256,552.76,32.34,500
down,27,256,551.12,30.18,502
up,26,256,552.36,29.22,504
left,25,256,553.48,29.32,506
right,25,256,553.84,28.88,508
down,15,256,556.2,26.88,510
right,26,256,554.76,26.98,512
up,21,256,558.64,28.26,514
up,21,256,559.04,27.04,516
left,15,256,559.96,25.72,520
up,25,256,571.12,29.14,522
up,22,256,562.16,23.14,524
left,16,256,565.08,22.7,526
up,21,256,580.4,32.44,528
left,31,256,591.48,36.2,532
down,29,256,600.12,39.56,534
left,43,256,631.64,55.2,536
down,35,256,641.44,58.58,538
left,33,256,642.12,60.42,540
up,46,256,673.32,74.58,542
down,29,256,672.16,72.14,544
right,40,256,687.32,80.22,546
down,41,256,702.52,86.04,548
down,47,256,699.36,83.52,550
left,43,512,697.12,83.2,552
down,39,512,707.32,88.04,554
right,50,512,705.44,82.58,556
up,39,512,715.4,88.46,558
right,46,512,709.16,84.18,560
right,39,512,705.08,78.92,562
left,32,512,715.12,85.18,564
down,38,512,701.52,75.7,568
