Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
right,77,4,274.44,144.22,8
down,53,4,277.84,144.58,10
down,53,4,273.6,140.22,12
down,63,8,289.88,150.32,14
up,52,8,299.88,154.9,16
up,54,8,288.36,148.38,18
left,54,8,268.16,133.6,20
up,61,8,270.64,133.12,22
down,48,8,273.04,134.92,24
down,69,8,269.16,131.68,28
right,61,8,273.88,132.52,32
up,32,8,265.44,125.38,34
left,40,8,278.52,135.42,36
down,53,16,266.12,123.44,38
up,40,16,277.8,130.48,40
right,53,16,280.72,130.28,42
down,48,16,279.56,128.8,44
up,38,16,276.12,124,46
down,45,16,264.28,116.46,48
left,43,16,261.8,115.48,52
left,57,16,273.6,121.8,54
up,40,16,271.6,119.38,56
left,44,32,281.44,121.38,58
right,40,32,285.96,124.74,62
down,39,32,275.44,116,64
up,33,32,273.08,114.08,66
down,28,32,275.08,115.06,68
right,53,32,285.76,117.84,70
up,54,32,279.96,115.04,72
down,42,32,276.8,113.92,74
down,43,32,277.32,111.52,76
left,26,32,256.2,98.56,78
up,35,32,282.16,112.06,80
left,44,32,268.08,102.38,82
right,36,32,265.64,101.7,84
up,46,32,281.76,107.64,88
down,32,32,279.16,104.22,90
up,51,32,282.32,106.8,92
right,44,32,273.4,102.16,94
left,41,32,267.04,93.9,96
down,46,32,270.32,95.32,98
right,28,32,266.84,93.04,100
right,59,32,268.8,93.12,102
down,49,32,269.88,91.14,104
left,31,32,282.36,99.74,106
down,37,32,274.48,91.8,108
up,23,32,268.44,86.82,110
right,28,32,264.24,84.58,112
down,45,32,262.96,83.3,114
up,42,32,269.16,86.34,116
up,36,32,279.48,90.6,118
right,41,32,291.04,96.44,120
right,38,32,276.68,88.38,122
up,29,32,263.44,76.96,124
left,37,32,265.56,79.02,126
left,34,32,277.68,83.78,128
up,37,32,282.88,85.7,130
left,37,32,289.68,88.54,132
left,32,32,289.36,88,134
down,44,64,280.56,80.26,136
right,41,64,304.84,94.66,138
down,31,64,288.16,83.28,140
left,40,64,297.2,87.94,142
up,37,64,289.96,81.46,144
left,36,64,290.8,81.76,146
left,35,64,290.56,78.88,148
right,18,64,297.76,83.34,150
down,26,64,291.12,78.58,152
down,20,64,295.84,79.92,154
right,30,64,285.6,72.46,156
down,33,64,312.68,88.68,158
right,32,64,295,74.92,160
