Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
down,25,128,440.76,64.86,330
left,35,128,448.44,65.76,332
down,35,128,448.28,66.06,334
left,35,128,454.04,68.36,336
left,39,128,456.92,67.52,338
up,34,256,458.56,65.16,340
right,36,256,468.68,71.62,342
up,35,256,460.2,65.92,344
right,67,256,457.28,64.54,346
left,22,256,463.72,65.64,348
down,29,256,468.6,67.3,350
up,27,256,465.44,64,352
left,27,256,461.64,60.44,354
down,25,256,465.72,62.16,358
left,23,256,466.32,60.48,362
up,29,256,463.68,57.14,364
down,26,256,465.4,55.18,368
right,29,256,471.92,58.28,372
up,26,256,476.32,58.82,374
down,35,256,462.64,48.82,378
left,24,256,468.76,51.6,380
up,22,256,460.28,44.96,382
right,31,256,458.08,43.68,384
down,27,256,479.2,54.24,386
up,29,256,467.92,45.1,388
down,26,256,469.16,45.26,390
left,48,256,484.04,53.4,392
right,44,256,482.44,50.1,394
left,26,256,471.88,44.34,396
up,59,256,492.24,54.48,398
right,40,256,497.32,55.24,400
left,28,256,502.08,57.36,402
down,31,256,519.44,65.02,404
up,27,256,508,57.98,406
up,33,256,525.44,67.36,408
right,33,256,522.52,63.9,410
down,32,256,516.2,59.42,412
down,26,256,510.36,55.92,414
up,46,256,516.24,57.66,416
left,29,256,527,62.88,418
up,27,256,522.72,60,420
right,227,256,522.76,55.58,422
up,40,256,523.2,56.68,424
down,46,256,534.68,61.58,426
right,31,256,521.52,53.04,428
down,38,256,527.68,56.62,432
left,28,256,524.88,54.18,434
down,35,256,526.2,51.3,436
down,32,256,536.68,57.26,438
left,42,256,530.52,52.5,440
left,43,256,526.32,49,442
left,29,256,530.56,50.46,444
right,25,256,525.84,45.9,446
up,25,256,530.16,48.8,448
left,34,256,534.76,49.6,450
up,29,256,533.32,47.3,452
down,33,256,534.76,47.36,454
right,34,256,539.4,48.42,456
right,39,256,539.24,47.48,458
down,24,256,530.72,43.32,460
left,24,256,531.04,40.02,464
down,29,256,533.64,40.12,466
left,28,256,531.16,37.54,468
down,23,256,530.64,35.7,470
left,21,256,535.28,36.68,472
up,31,256,542.8,40.9,474
right,19,256,532.88,34.8,478
right,25,256,533.16,32.44,480
up,31,256,537.84,34.34,482
left,18,256,536.84,31.32,484
up,27,256,539.2,32.86,486
down,20,256,541.48,32.76,488
left,28,256,550.44,36.74,490
down,56,256,552.8,35.94,492
right,59,256,573.96,46.36,494
down,30,256,568.64,41.84,498
up,30,256,573.96,43.34,500
left,23,256,572.12,42.1,502
left,28,256,569.84,39.86,504
down,18,256,574.64,40.58,506
up,47,256,582.76,42.8,508
right,31,256,586.2,45.08,510
right,31,256,578.8,40,512
down,20,256,573,35.22,514
up,32,256,577.84,36.58,516
left,33,256,580.76,38.64,518
down,52,256,572.92,31.42,520
left,21,256,582.2,35,522
up,28,256,585.84,36.9,524
right,26,256,586.48,36.1,526
down,33,256,592.24,37.84,528
up,22,256,584.68,32.22,530
down,29,256,601.72,41.96,532
up,31,256,600.68,40.06,534
down,24,256,593,32.84,536
down,28,256,610.36,43.14,538
right,30,256,596.76,33.54,540
right,27,256,594.28,31.1,542
left,25,256,601.8,33.5,546
up,28,256,607.6,34.4,548
down,20,256,604.12,32.86,550
up,25,256,603.08,30.14,552
right,42,256,648.08,55.8,554
up,28,256,666.92,64.14,556
up,38,256,695.64,80.12,558
right,42,256,703.72,80.52,560
down,44,512,699.72,79.02,564
left,40,512,699.92,74.58,566
down,45,512,703.12,76.1,568
left,41,512,701.48,72.8,570
up,34,512,693.92,68.68,572
right,38,512,703.28,73.92,574
up,37,512,702,71.24,576
up,35,512,716.88,78.4,578
up,35,512,712,75.26,580
left,28,512,710.64,73.6,582
down,35,512,710,70.98,584
left,40,512,713.52,73.14,586
left,37,512,708.04,69.46,588
right,32,512,704.44,64.84,590
up,31,512,711.44,67.24,592
right,30,512,718.08,69.54,594
right,32,512,715.24,66.7,596
down,32,512,717.04,66.92,600
up,45,512,721.84,70.16,602
left,36,512,724.24,69.64,604
down,32,512,719.84,65,606
left,34,512,725.96,67.26,608
down,29,512,722.52,64.08,610
left,30,512,718.08,61.08,612
left,28,512,721.08,61.5,614
down,31,512,720.8,58.7,618
left,31,512,734.4,65.64,620
up,29,512,728.44,61.3,624
up,37,512,703.88,44.84,626
right,142,512,702.12,42.84,628
down,59,512,713.08,49.78,630
right,34,512,712.08,45.68,632
up,26,512,716.6,46.98,634
right,46,512,735.28,57.04,636
left,21,512,727.36,52.52,638
up,33,512,729.96,52.28,642
left,26,512,723.6,46.58,644
down,41,512,732.76,51.54,648
down,26,512,728.72,44.94,650
left,21,512,728.84,45.82,652
up,29,512,736.76,47.94,654
left,25,512,734.48,45.9,656
right,31,512,729.72,42.82,658
down,47,512,749.6,54.68,660
left,20,512,737,45.28,662
right,29,512,731.84,40.88,664
left,51,512,738.44,43.4,666
down,32,512,739.28,40.62,668
left,38,512,753,48.44,670
down,27,512,751.44,45.52,674
up,34,512,759.36,48.9,676
left,40,512,762.36,48.1,678
up,63,512,764.76,49.84,680
left,48,512,765.56,48.04,682
up,39,512,768.36,51.28,684
left,28,512,766.56,47.28,686
right,18,512,772.76,48.62,688
up,35,512,774.88,48.82,690
left,24,512,785.96,53.6,692
down,27,512,784.12,52.32,694
left,40,512,787.4,53.76,696
down,42,512,784.64,50.1,698
right,44,512,781.64,48.06,700
down,42,512,789.12,50.2,704
up,35,512,783.04,44.54,706
right,43,512,790.12,48.12,708
up,35,512,790.8,47.98,710
up,34,512,785.92,43.38,712
right,27,512,792.28,47.72,714
down,35,512,789,43.64,716
right,26,512,788.08,41.44,718
left,31,512,789.8,42.06,720
up,30,512,791.76,42.58,722
left,29,512,789.32,39.02,724
up,43,512,784.6,35,728
left,29,512,791.6,38.9,730
up,56,512,787.8,34.38,732
down,51,512,796.4,36.98,734
left,83,512,795.44,36.48,736
up,42,512,789.8,31.42,740
down,29,512,802.64,35.88,742
right,26,512,807,37.56,744
left,26,512,804.28,34.48,746
up,20,512,810.12,37.82,748
right,38,512,816.44,40.08,750
up,34,512,807,31.88,752
down,35,512,822.44,40.14,754
up,28,512,809.64,31.36,758
left,18,512,813.8,31.1,760
up,25,512,824.56,37.62,764
left,23,512,827.4,35.56,766
up,19,512,828.72,35.54,768
right,20,512,833.48,38.88,770
left,31,512,828.64,33.32,772
left,27,512,833.76,35.84,774
down,34,512,828.52,31.38,776
right,35,512,838.32,36.74,778
up,17,512,835.88,33.42,780
left,21,512,848.16,38.92,782
down,26,512,857.36,43.58,784
left,33,512,851.16,39.14,786
down,31,512,853.32,38.8,788
up,37,512,865.36,45.06,792
right,26,512,865.52,43.88,794
up,35,512,868.32,42.54,796
left,247,512,872.32,44.76,798
right,26,512,861.28,36.6,800
up,30,512,881.8,45.88,802
up,37,512,879,44.02,804
down,23,512,885.32,45.8,806
left,18,512,885.96,44.8,808
left,25,512,881.52,42.04,810
up,17,512,874.52,37.44,812
down,22,512,880.44,40.94,814
left,25,512,892.4,43.46,818
right,23,512,909.68,52.82,820
down,24,512,907.88,49.68,822
down,55,512,909.12,48.56,824
left,49,512,907.56,48.14,826
up,59,512,910.72,47.86,828
up,39,512,908.12,45.28,832
left,34,512,913.28,45.88,834
left,50,512,916.52,46.66,836
down,34,512,929.76,53.36,838
right,47,512,923.72,49.34,840
down,46,512,915.68,43.62,842
down,31,512,923.88,47.04,844
up,27,512,929.76,49.34,846
right,31,512,926.32,44.88,848
up,32,512,933.32,49.1,850
left,38,512,929.88,44.44,852
up,55,512,938.56,50.14,854
right,43,512,944.36,52.08,856
down,22,512,940.04,47.5,858
right,42,512,942.2,48.64,860
right,48,512,938.44,42.6,862
left,53,512,950,50.14,864
down,34,512,949.84,48.16,866
right,26,512,942.2,44.38,868
left,18,512,943.24,43.48,870
up,33,512,946.76,43.44,872
left,24,512,947.04,42.68,874
right,30,512,947.44,41.98,876
up,32,512,954.72,44.66,878
down,29,512,946.56,40.38,880
left,26,512,951.68,39.76,882
up,29,512,953.28,40.94,884
right,27,512,946.56,35.42,886
down,30,512,952.52,39.16,888
left,27,512,952,39.24,890
left,32,512,957.72,39.6,892
down,26,512,956.92,37.78,894
down,36,512,960.76,38.84,896
down,34,512,960.44,37.52,898
left,26,512,956.12,33.92,900
up,23,512,962.24,36.58,904
up,27,512,965.68,35.54,906
down,36,512,965.48,34.5,908
right,29,512,974.56,38.58,910
right,29,512,978.28,38.76,912
down,26,512,979.68,37.3,914
up,57,512,998.88,49.6,916
left,34,512,1000.92,46.44,918
down,36,512,1003.56,49.9,920
up,28,512,1002.72,46.16,922
up,29,512,1006.56,48.8,926
down,32,512,998.32,40.92,928
down,150,512,1003,41.94,930
right,115,512,1005.68,42.6,932
down,119,512,1012.4,46.8,934
up,99,512,1005,40.8,936
down,37,512,1012,43.44,938
up,28,512,1007.68,39.38,940
right,35,512,1011.08,39.58,942
down,29,512,1007.32,38.46,944
left,38,512,1012.12,38.92,946
left,30,512,1017.8,41.6,948
down,35,512,1013.96,37.62,950
up,24,512,1023.28,42.22,952
left,25,512,1013.32,34.5,956
left,26,512,1016.08,34.56,958
down,24,512,1020.8,36.2,960
right,64,512,1020.88,34.96,962
up,32,512,1018.12,33.1,964
up,40,512,1019.56,32.22,966
down,45,512,1017.76,30,968
left,139,512,1024.08,32.6,970
right,39,512,1018.28,28.26,972
right,34,512,1018.92,26.8,974
left,36,512,1024.44,29.12,978
up,51,512,1027.4,28.36,982
left,26,512,1024.8,25.2,984
left,34,512,1029.76,26.62,986
right,27,512,1028.92,25.22,988
down,50,512,1044.2,32.52,990
right,29,512,1044.64,32,992
down,26,512,1046.84,30.84,994
down,29,512,1050.4,32.22,996
right,32,512,1055.52,34.32,998
up,27,512,1052.04,31.4,1002
right,27,512,1055.08,31.62,1004
left,26,512,1061.2,33.14,1008
up,26,512,1059.92,30.32,1010
left,22,512,1060.2,28.66,1012
up,27,512,1059.64,27.38,1014
up,53,512,1056.44,24.12,1016
right,18,512,1060,25.88,1018
left,24,512,1067.68,28.36,1020
up,21,512,1063.24,25,1022
left,21,512,1072.28,28.08,1024
left,20,512,1061.6,20.94,1026
up,26,512,1067.64,25.44,1028
down,26,512,1069.24,23.06,1030
left,20,512,1065.68,22.24,1032
up,30,512,1069.48,22.22,1034
left,24,512,1073.08,22.18,1036
down,22,512,1073.44,23.16,1038
right,21,512,1073.24,21.1,1040
up,21,512,1074.24,19.6,1044
left,18,512,1077.56,19.34,1046
down,25,512,1089,25.32,1048
up,24,512,1089.36,23.66,1050
left,36,512,1095.56,26.88,1052
down,20,512,1107,31.9,1054
up,28,512,1118.72,36.78,1056
right,24,512,1127.96,40.86,1060
down,25,512,1142.48,47.04,1062
down,26,512,1157.72,55.1,1064
down,31,512,1149.72,50.78,1066
up,27,512,1143.56,43.84,1068
down,37,512,1157.92,49.76,1070
left,29,512,1163.88,53.24,1072
up,35,512,1188.76,64.62,1074
up,45,512,1181.48,60.2,1076
down,40,512,1200.12,68.44,1078
up,30,512,1195.16,66.12,1080
left,35,512,1191.56,62.6,1082
up,39,512,1215.8,75.3,1084
down,38,512,1232.88,82.02,1086
right,43,1024,1215.28,72.3,1090
right,29,1024,1226.52,75.34,1092
left,37,1024,1210.56,66.82,1094
down,45,1024,1221.12,71.84,1096
up,52,1024,1224.8,73.12,1098
up,39,1024,1214.64,66.98,1100
left,38,1024,1213.08,63.3,1102
down,37,1024,1214.76,63.88,1104
up,38,1024,1220.2,64.28,1106
left,41,1024,1217.36,62.64,1108
up,39,1024,1222.12,65.62,1110
right,37,1024,1212.48,56.76,1112
down,40,1024,1211.2,55.92,1114
down,65,1024,1218,58.88,1116
up,30,1024,1217,57.02,1118
up,39,1024,1224.48,60.82,1120
right,34,1024,1232.12,62.82,1122
up,35,1024,1234.36,63.86,1124
right,37,1024,1236.8,61.8,1126
right,37,1024,1236.08,63.3,1128
right,33,1024,1225.48,55.6,1130
up,34,1024,1232.72,58.02,1132
down,36,1024,1242.48,62.34,1134
right,32,1024,1235.64,55.08,1136
left,35,1024,1233.76,55.2,1138
up,37,1024,1243.2,58.7,1140
left,37,1024,1246.76,59.4,1142
right,30,1024,1245.6,59.36,1144
left,41,1024,1243.92,55.32,1146
down,37,1024,1245.48,55.78,1148
up,40,1024,1248.52,57.84,1150
down,35,1024,1248.44,55.98,1152
right,37,1024,1251.48,57.24,1154
left,36,1024,1245.72,52.16,1156
up,26,1024,1251.2,51.86,1160
right,34,1024,1256.12,56.02,1162
left,28,1024,1263.08,59.6,1164
right,35,1024,1238.4,42.1,1166
left,24,1024,1251.64,49.04,1170
down,232,1024,1244.28,43.26,1172
left,27,1024,1248.44,42.62,1174
right,25,1024,1250.2,44.06,1176
left,31,1024,1249.64,42.88,1178
right,23,1024,1239.6,35.6,1180
down,26,1024,1244.76,36.48,1182
left,28,1024,1259.56,46.02,1184
right,29,1024,1252.2,38.84,1186
right,27,1024,1249.36,36.64,1188
up,25,1024,1271.6,47.14,1190
up,29,1024,1272.04,46.04,1192
down,30,1024,1271.48,44.22,1194
up,30,1024,1281.88,48.88,1196
right,25,1024,1285.68,51.78,1198
up,24,1024,1291.28,53.9,1200
down,30,1024,1287.44,49,1202
right,36,1024,1297.76,53.74,1204
up,41,1024,1291.56,48.82,1206
left,23,1024,1298.24,54.1,1208
left,35,1024,1297,49.62,1210
down,23,1024,1297.44,49.12,1212
left,18,1024,1297.6,47.82,1214
up,34,1024,1301.84,50.08,1216
down,23,1024,1301.68,48.3,1218
left,29,1024,1302.6,47.5,1220
right,31,1024,1304.08,48.16,1222
down,29,1024,1302.96,47.6,1224
down,28,1024,1299.88,43.3,1226
right,29,1024,1307.36,48,1228
left,25,1024,1317.32,50.24,1230
up,29,1024,1321.08,51.28,1232
left,30,1024,1323.88,51.8,1234
down,26,1024,1321.28,48.8,1236
right,31,1024,1323.44,50.36,1238
up,35,1024,1329.16,50.92,1242
right,27,1024,1324.08,46.54,1244
left,34,1024,1325.44,45.72,1246
right,40,1024,1326.84,46.82,1248
left,22,1024,1321.16,40.64,1250
right,30,1024,1331.64,46.56,1252
up,30,1024,1330,45.88,1254
right,17,1024,1328.44,44.94,1256
left,40,1024,1330.88,42.58,1258
right,18,1024,1336,45.4,1260
down,30,1024,1328.88,39.16,1262
right,29,1024,1331.32,40.4,1264
up,26,1024,1335.6,42.2,1266
down,18,1024,1331.6,37.3,1268
left,27,1024,1328.92,34.34,1270
up,27,1024,1331.08,34.98,1272
right,30,1024,1341,38.94,1274
right,29,1024,1335.68,34.58,1276
left,30,1024,1340.96,37.44,1278
down,23,1024,1343.04,38,1282
up,23,1024,1345.88,38.4,1284
right,27,1024,1352.76,39.84,1286
right,32,1024,1352.56,39.32,1288
down,32,1024,1359.64,40.48,1290
down,17,1024,1346.4,32.14,1294
right,23,1024,1352.16,33.04,1296
up,26,1024,1354.56,33.46,1298
left,17,1024,1352.96,32.4,1300
left,17,1024,1347.88,27.58,1302
left,20,1024,1354.24,30.14,1304
up,26,1024,1345.6,24.82,1306
right,21,1024,1345.4,25.24,1308
down,13,1024,1345.64,23.58,1310
right,19,1024,1349,23.5,1312
left,21,1024,1344.6,18.9,1314
up,27,1024,1357.36,26.4,1316
down,23,1024,1362.56,26.9,1318
left,21,1024,1374.92,33.24,1320
left,23,1024,1391.8,39.9,1322
right,25,1024,1391.24,39.58,1324
up,37,1024,1388.8,36.54,1328
left,24,1024,1401.2,41.24,1330
down,39,1024,1421.52,52.46,1332
right,27,1024,1409.76,43.86,1334
right,26,1024,1412.36,44.6,1336
down,39,1024,1420.44,47.6,1338
up,30,1024,1425.84,49.6,1340
down,22,1024,1414.24,42.94,1342
up,21,1024,1415.4,42.28,1346
right,29,1024,1420.12,41.52,1348
up,29,1024,1425.56,43.78,1350
down,32,1024,1432.64,47.58,1352
left,27,1024,1441.28,50.4,1354
left,31,1024,1446.12,50.78,1356
up,37,1024,1448.76,52.86,1358
left,27,1024,1440.52,47.78,1360
right,25,1024,1444.04,48.1,1362
right,35,1024,1439.72,43.88,1364
left,17,1024,1438.76,44.16,1368
down,20,1024,1434.8,39.26,1370
right,29,1024,1433.68,37.16,1374
down,35,1024,1436.12,36.02,1376
up,15,1024,1445.88,41.18,1378
up,25,1024,1439.48,35.14,1380
left,27,1024,1443.56,37.1,1384
up,25,1024,1450.8,38.96,1386
right,24,1024,1447.88,35.12,1388
up,29,1024,1456.36,39.18,1390
left,25,1024,1464.28,42.44,1392
up,29,1024,1467.88,42.62,1394
right,28,1024,1457.96,36.88,1396
up,35,1024,1468.16,41.96,1398
left,23,1024,1463.76,37.96,1400
up,23,1024,1466.44,39,1402
down,22,1024,1468.36,37.48,1404
left,21,1024,1466.6,34.82,1406
down,22,1024,1466.36,35.36,1410
up,28,1024,1466.88,32.46,1412
right,15,1024,1464.52,32.16,1414
right,27,1024,1469.92,32.12,1416
down,19,1024,1466.24,28.72,1418
left,23,1024,1470.68,30.34,1420
right,23,1024,1471.2,29.08,1422
up,18,1024,1482.16,34.96,1424
left,26,1024,1491.12,36.62,1426
down,25,1024,1502.16,42.9,1428
down,29,1024,1509,46.24,1430
right,30,1024,1509.8,44.86,1434
up,27,1024,1508.36,41.08,1436
left,26,1024,1518.28,46.64,1438
left,30,1024,1518.28,45.28,1440
left,31,1024,1515.2,42.52,1442
down,26,1024,1521.96,45.44,1444
right,24,1024,1517.36,41.48,1446
up,30,1024,1516.16,39.38,1450
up,23,1024,1515.64,37.34,1452
left,45,1024,1517.92,37.72,1454
up,23,1024,1522.08,39.74,1456
left,29,1024,1524.32,39.94,1458
right,20,1024,1524.68,37.1,1460
left,29,1024,1523.76,37.28,1462
right,23,1024,1528.08,37.82,1464
down,28,1024,1526.8,36.86,1466
left,26,1024,1526.28,34.52,1468
left,27,1024,1525.36,33.1,1470
down,26,1024,1526.88,33.46,1472
left,22,1024,1529.24,33.06,1474
up,20,1024,1529.44,32.38,1476
down,25,1024,1531,31.7,1478
up,22,1024,1529.48,29.28,1480
right,25,1024,1531.84,30.28,1482
down,46,1024,1536.24,32.48,1484
left,17,1024,1532.96,28.7,1488
right,12,1024,1536.08,27.94,1490
left,18,1024,1533.24,25.24,1492
right,23,1024,1535.72,25.66,1494
left,27,1024,1543.48,28.34,1496
left,25,1024,1541.6,26.6,1498
left,25,1024,1542.04,26.32,1500
down,27,1024,1548.28,28.36,1502
right,25,1024,1552.08,29.62,1504
up,25,1024,1555.44,29.04,1506
right,27,1024,1560.12,30.24,1508
up,26,1024,1563.36,33.08,1510
right,28,1024,1565.44,34.04,1512
left,20,1024,1565.2,30.4,1514
left,37,1024,1567.88,31.08,1518
left,24,1024,1570.24,29.66,1520
down,22,1024,1566.4,26.3,1522
down,23,1024,1566.28,25.08,1524
right,24,1024,1577,31.2,1526
left,26,1024,1577.84,29.16,1528
right,19,1024,1578.32,28.96,1530
down,23,1024,1580.24,29.9,1532
right,25,1024,1589.08,33.08,1534
right,24,1024,1584.04,29.78,1536
up,21,1024,1583.4,26.84,1540
down,20,1024,1582,23.4,1542
right,19,1024,1596.92,32.02,1544
down,205,1024,1607.4,37.56,1546
up,26,1024,1598.28,30.18,1548
down,25,1024,1608.52,33.66,1550
up,13,1024,1618.08,39.4,1552
down,23,1024,1616,36.78,1554
right,26,1024,1626.16,41,1556
right,49,1024,1632.52,43.14,1558
right,24,1024,1663.52,58.66,1560
up,25,1024,1661.84,57.72,1562
up,26,1024,1670.28,61.52,1564
left,32,1024,1671.96,62.2,1566
up,32,1024,1663.32,54.14,1568
down,31,1024,1669.6,58.1,1570
left,27,1024,1664.84,53,1572
left,30,1024,1665.28,52.48,1574
up,34,1024,1680.44,60.02,1576
left,30,1024,1671.72,53.24,1578
left,24,1024,1679.52,58.48,1580
right,22,1024,1671.76,51.7,1582
left,25,1024,1673.24,51.64,1586
down,22,1024,1672.68,49.16,1590
right,26,1024,1673.56,47.68,1594
left,25,1024,1675.92,46.3,1596
down,30,1024,1675.64,45.9,1598
right,29,1024,1681.24,47.78,1600
down,26,1024,1674.6,44.54,1602
left,25,1024,1675.32,42.32,1604
right,24,1024,1681.16,42.88,1606
up,23,1024,1673.96,38.28,1608
down,23,1024,1676.6,39.36,1610
up,24,1024,1683.76,42.64,1612
down,24,1024,1678.48,37.1,1614
up,24,1024,1684.28,40.04,1616
right,25,1024,1679.88,36.24,1618
up,30,1024,1685.6,39.46,1620
left,25,1024,1679.44,35.68,1622
right,19,1024,1675.96,30,1624
down,24,1024,1684.8,34.56,1626
left,27,1024,1687.12,35.02,1630
up,28,1024,1702,40.34,1632
right,30,1024,1703.8,41.42,1634
up,23,1024,1702.72,38.88,1636
left,24,1024,1709.16,42.3,1638
down,28,1024,1708.8,41.82,1640
down,23,1024,1719.36,45.78,1642
left,25,1024,1712.72,41.46,1644
right,23,1024,1711.96,39.5,1646
up,12,1024,1699.28,30.98,1648
down,23,1024,1709.12,34.62,1652
up,26,1024,1708.64,33.52,1654
down,24,1024,1718.8,37.58,1656
left,21,1024,1715.24,33.9,1660
right,28,1024,1714.76,32.42,1662
left,24,1024,1708.12,26.74,1664
up,20,1024,1718.08,31.38,1666
right,23,1024,1721.84,32.94,1668
up,25,1024,1726.44,33.28,1670
down,23,1024,1732.96,37.16,1672
right,22,1024,1738.64,39.74,1674
right,25,1024,1738.8,38.24,1676
up,24,1024,1737.44,34.92,1678
right,23,1024,1747.24,40.28,1680
down,38,1024,1751.56,40.7,1682
left,17,1024,1758.2,43.42,1684
down,31,1024,1762.36,45.48,1686
up,26,1024,1767.04,45.4,1688
right,41,1024,1768.56,45.78,1690
left,27,1024,1773.8,47.38,1692
right,53,1024,1776.64,49.88,1694
up,25,1024,1773.92,46.22,1696
down,48,1024,1769.68,41.42,1698
right,28,1024,1773.28,43.4,1700
left,36,1024,1778.24,45.14,1702
down,26,1024,1772.08,39.48,1704
down,29,1024,1774.04,39.82,1706
left,50,1024,1774.08,37.82,1708
left,25,1024,1773.24,37.6,1712
up,22,1024,1771.72,34.08,1714
left,24,1024,1775.52,36.56,1716
right,24,1024,1774.64,34.36,1718
up,28,1024,1769.56,30.08,1720
down,25,1024,1771.64,28.9,1722
down,28,1024,1782.68,34.78,1724
left,26,1024,1785.56,35.8,1726
left,29,1024,1788,35.42,1728
left,25,1024,1784.2,32.76,1730
right,23,1024,1785.56,31.76,1732
down,24,1024,1784.24,30.18,1734
down,21,1024,1784.76,28.78,1736
left,26,1024,1789.92,29.7,1738
up,21,1024,1788.64,28.8,1740
left,16,1024,1782.24,24.26,1742
right,19,1024,1790.28,28.82,1744
right,32,1024,1786.84,24.34,1748
right,19,1024,1797.8,28.36,1750
down,30,1024,1810.08,36.1,1752
up,26,1024,1815.12,37.12,1754
right,25,1024,1811.92,34.38,1756
left,19,1024,1810.24,31.34,1758
down,25,1024,1808.2,31.02,1760
left,26,1024,1814.24,31.44,1764
up,15,1024,1810.2,26.78,1766
down,23,1024,1813.56,28.26,1770
up,20,1024,1814.48,26.56,1772
right,19,1024,1816.6,25.88,1774
