Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
left,18,256,469.32,62.58,358
up,29,256,461.04,56.58,360
left,35,256,456.96,55.1,362
left,35,256,465.92,58.36,364
up,29,256,458.56,53.16,368
up,24,256,459,51.24,370
right,27,256,468.88,54.62,372
up,21,256,466.56,53.6,374
left,41,256,482.68,61.46,376
right,37,256,478.12,59.02,378
left,32,256,481.76,58.2,380
up,35,256,472.28,52.04,382
right,34,256,475.84,51.98,384
left,25,256,472.68,49.8,388
left,30,256,471.92,47.92,390
up,32,256,476.32,49.2,392
up,30,256,468.04,43.08,396
down,32,256,472.04,43.3,398
right,31,256,481.88,47.62,400
left,31,256,479.16,45.54,402
up,25,256,467.2,38.46,404
up,29,256,479.04,42.6,406
left,31,256,478.92,43.08,408
down,24,256,480.44,40.86,410
right,22,256,487.88,45,412
left,19,256,479.8,37.72,414
down,26,256,486.04,41.12,416
right,36,256,497.48,46.66,418
up,29,256,496.36,44.94,420
down,22,256,496.52,44.32,422
up,21,256,499.6,43.64,424
down,26,256,490.4,39.16,426
up,29,256,492.04,37.52,428
right,27,256,497.04,39.82,430
up,19,256,494.52,36.94,432
down,25,256,513.12,47.08,434
right,23,256,508.52,41.56,436
down,31,256,519.28,48.04,438
down,32,256,520.88,46.42,442
right,23,256,536.12,54.9,444
up,31,256,530.72,48.1,446
left,35,256,532.52,50.62,448
up,25,256,535.36,50,450
right,32,256,542.88,52.42,452
up,24,256,543.52,51.16,454
up,43,256,538.84,47.24,456
right,38,256,542.24,49.6,458
right,31,256,532.2,43.82,460
right,25,256,537.44,43.26,462
up,24,256,535.8,42.88,466
left,26,256,541.24,41.44,468
up,40,256,552.44,48.76,470
up,30,256,548.8,44.28,472
down,33,256,561.64,50.3,476
left,25,256,560.88,47.98,478
up,32,256,566.76,49.98,480
right,24,256,554.64,41.76,482
down,26,256,557.92,44.04,484
up,29,256,553.28,38.44,486
right,36,256,565.04,44.1,488
left,33,256,573.64,50.98,490
down,38,256,566.48,43.22,492
down,32,256,567.84,43.92,494
left,37,256,567.6,41.8,496
right,15,256,557.12,33.76,498
down,31,256,567.84,40.28,500
left,27,256,582.36,46.62,502
right,24,256,568.92,38.6,504
up,22,256,570.48,37.72,506
up,26,256,585.8,45.1,508
left,20,256,580.84,41.68,510
right,25,256,580.6,39.74,512
down,25,256,584.32,40.94,514
right,29,256,589.24,42.9,516
left,29,256,580.4,37.36,518
down,38,256,581.84,37.48,520
up,28,256,595.84,43.1,522
left,26,256,635.72,63.28,524
up,40,256,644.24,66.8,526
right,38,256,659.08,73.62,528
left,59,256,686.44,87.1,530
up,48,256,688.12,85.08,532
up,53,256,704.6,94.86,534
up,39,512,703.28,93.08,536
left,45,512,710.4,96.74,538
up,45,512,702.88,90.86,540
left,46,512,708.36,91.46,542
up,44,512,703.8,88.76,544
down,43,512,703.6,88.72,546
down,44,512,702.16,86.4,548
down,42,512,707.4,87.56,550
right,46,512,708.56,88.76,552
up,42,512,705.56,85.7,554
down,23,512,694.04,76.34,558
left,32,512,710.96,84.9,560
right,37,512,700.64,78.7,562
right,29,512,697,74.84,564
up,34,512,711.24,81.8,566
down,39,512,705.88,79.42,568
left,21,512,694.88,70.22,572
left,28,512,700.08,71.54,576
down,39,512,687.48,64.02,578
up,23,512,696.84,65.56,580
right,29,512,696.92,65.7,582
down,35,512,712,71.46,584
right,29,512,697.16,63.44,588
right,40,512,715.56,72.32,590
down,47,512,705.32,64.3,592
up,37,512,701.52,62.48,594
down,40,512,710.8,65.92,596
right,44,512,704.64,61.2,598
right,36,512,708.08,62.84,600
right,37,512,713.2,63.8,602
up,35,512,710.56,63.1,604
down,34,512,718.68,64.1,606
right,35,512,710.72,58.72,608
left,42,512,711.84,59.82,610
down,27,512,724.24,64.24,612
left,26,512,721.96,61.56,614
down,28,512,724.32,63.24,616
down,39,512,718.36,57.1,618
right,30,512,729.12,62.62,620
left,27,512,721.24,56.6,622
down,44,512,728.16,60.26,624
right,38,512,725.56,56.96,628
left,26,512,733.72,59.26,630
right,28,512,730.2,56.34,632
right,34,512,723.96,52.52,634
right,34,512,722.8,51.3,636
up,33,512,726.28,49.98,638
down,37,512,726.4,50.32,640
left,25,512,726.44,49.52,642
right,35,512,731,49.94,646
up,29,512,718.44,41.7,648
right,19,512,725.6,44.52,650
down,34,512,719.84,39.22,652
up,31,512,738.12,49.08,654
up,31,512,738.36,49.62,656
right,30,512,741.2,49.44,660
up,32,512,754.56,53.08,662
left,212,512,756.24,52.76,664
down,26,512,757.96,51.88,666
left,26,512,755.84,51.2,668
up,20,512,758.64,51.64,670
down,22,512,771.6,56.4,672
left,20,512,779.88,61.44,674
up,31,512,770,53.62,676
left,30,512,777.12,56.58,680
right,27,512,771.56,50.36,682
down,33,512,781.48,55.72,686
left,26,512,782.64,54.76,688
up,26,512,779.08,50.24,690
up,25,512,779.08,50.76,692
right,28,512,789,53.16,694
right,28,512,785.08,52.48,696
up,27,512,791,52.8,698
up,32,512,790.72,52.92,700
left,38,512,784.6,48.64,702
down,39,512,788.08,48.96,704
right,22,512,783.72,44.18,706
left,39,512,789.2,48.6,708
down,39,512,788.68,47.7,710
right,34,512,789.8,45.26,712
down,25,512,793.08,46.98,714
down,37,512,789.24,43.52,716
up,18,512,787.24,39.8,718
right,26,512,792.08,41.36,720
down,23,512,792.48,42.52,722
up,23,512,815.08,53.58,724
right,25,512,810.28,48.82,726
left,27,512,815.08,49.5,728
up,25,512,814.4,48.66,732
down,28,512,815.2,48.44,736
right,33,512,824.48,49.6,738
right,30,512,817.32,45.86,740
left,31,512,820.04,46.28,742
up,30,512,822.16,45.38,744
right,27,512,810.12,38.16,748
down,35,512,830.6,46.58,750
right,37,512,820.68,38.76,754
down,31,512,834.16,45.44,756
right,38,512,831.52,42.4,758
left,27,512,838.2,44.86,762
left,50,512,841.44,45.44,764
up,33,512,834.08,40.22,766
down,25,512,835.12,39.4,768
down,36,512,850.4,47.72,770
up,27,512,839.24,38.5,772
left,26,512,840.52,39.08,774
left,23,512,837.76,35.9,776
up,25,512,853.64,43.02,778
left,25,512,863.68,49.2,780
right,25,512,863.08,46.84,782
left,32,512,883.04,56.78,784
down,33,512,897.32,62.92,786
down,32,512,895.92,62.82,788
right,36,512,909.12,69.02,790
right,37,512,904,63.6,792
left,28,512,903.48,62.5,794
right,36,512,902.56,60.08,796
down,27,512,896,56.48,798
up,23,512,912.56,64.36,800
left,36,512,907.56,60.98,802
down,35,512,906.48,58.52,804
left,34,512,904.68,57,806
right,34,512,905.64,56.98,808
down,28,512,907.52,56.14,810
right,32,512,909.32,56.62,812
up,27,512,913.4,57.88,814
down,27,512,904.24,51.96,816
down,31,512,915.36,56.1,818
right,30,512,908.36,50.92,820
down,35,512,900.28,46.34,822
left,32,512,916.24,52.4,824
right,16,512,909.64,48.36,826
left,29,512,912.08,49.14,828
up,35,512,921.84,54.36,830
down,34,512,912.72,48.22,832
right,27,512,915.28,46.9,834
left,30,512,911.04,44.04,836
right,108,512,915.72,46.14,838
right,58,512,908.72,41.12,840
up,71,512,919.56,44.82,842
left,798,512,915.72,42.98,844
left,40,512,914.88,40.5,846
left,40,512,912.92,38.78,850
left,23,512,907.92,31.54,852
up,21,512,911.44,33.52,856
left,37,512,926.36,40.2,858
right,19,512,927.36,40.62,860
down,21,512,927.24,39.78,862
up,20,512,924.92,37.88,864
right,27,512,927.32,36.26,866
down,25,512,931,38.74,868
right,27,512,937.56,39.54,872
down,114,512,939.08,38.26,874
left,16,512,935.44,35.36,876
right,16,512,944.32,38.8,878
down,23,512,943,36.26,880
up,25,512,943.36,36.72,882
left,27,512,949.84,38.96,884
right,28,512,950.96,37.8,886
right,26,512,949.68,36.92,888
up,26,512,956.28,39.38,890
right,28,512,957.96,39.56,894
right,41,512,957.72,35.46,896
down,21,512,952.12,32.64,900
right,18,512,950.88,29.28,902
down,21,512,952.12,29.36,904
up,30,512,952.28,28.94,906
left,25,512,959.96,30.98,908
up,24,512,963.92,32.76,910
up,40,512,965.2,31.74,912
up,17,512,961.04,28.22,914
left,16,512,961.28,28.04,916
left,18,512,959.24,25.52,918
left,24,512,964.08,26.36,920
right,22,512,963.52,25.7,924
up,22,512,969,26.64,926
left,23,512,958.84,20.66,928
right,24,512,969.2,23.72,930
up,22,512,973.48,25.84,932
down,66,512,987.12,31.46,934
down,47,512,981.12,28.58,936
right,53,512,987.4,30.42,938
up,43,512,988.12,29.24,940
right,33,512,999.56,35.5,942
up,28,512,1007.16,37.36,944
right,36,512,1008.8,36.46,946
up,41,512,1012.08,37.34,948
down,40,512,1012.72,36.72,950
up,29,512,1022.36,42.04,954
right,20,512,1012.84,34.92,956
left,17,512,1014.12,33.56,960
right,26,512,1016.96,33.14,962
up,38,512,1022.04,34.46,964
left,36,512,1013.48,28.38,966
left,41,512,1016.92,28.72,968
right,52,512,1020.44,30.48,970
right,40,512,1018.72,27.12,974
up,32,512,1024.92,29.1,976
left,35,512,1034.12,32.8,978
up,27,512,1032.04,30.78,980
right,34,512,1036.44,31.52,984
down,24,512,1046.28,35.16,986
left,32,512,1044.24,31.72,988
right,43,512,1048.76,35.92,990
left,51,512,1049.52,34.18,992
up,26,512,1048.44,33.64,994
left,40,512,1047,32.66,996
up,30,512,1050.2,30.24,1000
left,27,512,1056.76,32.1,1002
down,22,512,1056.04,31.42,1004
left,26,512,1060.72,33.54,1006
left,27,512,1059.52,31.42,1008
down,27,512,1064.4,32.24,1010
right,29,512,1061,29.54,1012
right,19,512,1061.84,28.2,1014
up,27,512,1058.16,26.96,1016
right,26,512,1062.76,28.52,1020
down,26,512,1067.48,27.3,1022
right,21,512,1057.52,22.04,1024
up,18,512,1058.88,20.4,1028
down,16,512,1064.08,19.52,1030
left,18,512,1068.72,21.92,1034
right,16,512,1068.8,20.54,1036
up,20,512,1069.36,19.7,1038
right,24,512,1075.24,21.2,1040
right,23,512,1070.92,18.22,1042
right,22,512,1069.24,16.04,1044
down,21,512,1068.72,15.48,1046
left,22,512,1077.6,19.82,1048
right,222,512,1068.52,12.46,1050
left,17,512,1071.48,12.92,1052
up,16,512,1070.2,10.42,1054
right,18,512,1077.4,14.26,1056
down,16,512,1082.76,16.5,1058
left,12,512,1079.92,13.28,1060
right,12,512,1081.08,11.24,1062
up,18,512,1090.32,16.94,1064
left,16,512,1095.84,17.36,1066
up,20,512,1092.8,15.32,1068
down,17,512,1094.6,15.3,1070
right,25,512,1093.64,14.58,1072
down,18,512,1096,13.34,1074
right,18,512,1101.2,16.44,1078
up,21,512,1104.28,15.8,1080
right,16,512,1106.2,16.08,1082
left,16,512,1105.4,15.1,1086
down,20,512,1124.84,21.76,1088
left,18,512,1144.32,31.9,1090
right,26,512,1151.56,34.66,1094
up,20,512,1158.16,36.88,1096
right,24,512,1175.52,45.16,1098
up,30,512,1189.16,51.86,1100
up,31,512,1200.6,57.62,1102
up,33,512,1206.16,58.3,1104
left,25,512,1206.16,58.56,1106
down,32,512,1208.16,59.08,1108
up,30,1024,1215.48,59.64,1110
left,24,1024,1215.76,60.36,1112
down,31,1024,1204.56,53.3,1114
left,29,1024,1211.88,56.46,1116
right,24,1024,1212.32,54.94,1118
left,26,1024,1213.24,54.86,1120
right,35,1024,1217.16,54.98,1122
right,31,1024,1220.44,56.2,1124
up,28,1024,1221.84,54.5,1128
up,31,1024,1224.76,54.92,1130
right,35,1024,1233.32,58.48,1132
up,30,1024,1225.56,53.74,1134
down,44,1024,1235.56,57.58,1136
up,21,1024,1230.4,54.28,1138
right,26,1024,1233.92,53.7,1140
down,41,1024,1246.28,59.62,1142
right,41,1024,1241.4,54.08,1144
right,44,1024,1240.28,54.28,1148
down,41,1024,1251.32,58.34,1150
left,35,1024,1243.12,51.56,1152
up,27,1024,1240.08,48.1,1154
down,37,1024,1246.24,51.22,1156
right,33,1024,1247.6,52.64,1158
down,23,1024,1244.12,48.72,1160
left,38,1024,1243.8,48.72,1162
right,29,1024,1254.2,52.5,1164
up,23,1024,1257.84,52.98,1166
up,52,1024,1258.08,53.2,1168
down,30,1024,1254,49.64,1170
left,33,1024,1270.56,55.9,1172
up,32,1024,1267.32,55.48,1174
down,36,1024,1276.36,57.92,1176
right,32,1024,1279.32,59.3,1178
down,35,1024,1272.84,53.4,1180
left,26,1024,1274.96,52.54,1182
down,32,1024,1280,55.68,1184
left,38,1024,1302.12,67.5,1186
up,33,1024,1292.8,60.56,1188
down,37,1024,1293.4,58.88,1190
left,33,1024,1291.2,55.8,1192
up,29,1024,1300.92,62.9,1194
down,35,1024,1298.08,59,1196
up,25,1024,1289.68,52.94,1198
right,27,1024,1294.32,55.74,1202
up,32,1024,1294,52.96,1206
down,33,1024,1300.44,52.06,1208
right,19,1024,1293.52,48.3,1210
down,34,1024,1295.52,48.98,1212
down,22,1024,1295.56,47.4,1214
up,38,1024,1297.92,47.8,1216
down,30,1024,1292.88,43.48,1218
up,32,1024,1294.96,43.5,1222
up,32,1024,1297.8,44.08,1224
left,28,1024,1304.76,46.3,1226
down,32,1024,1308.56,47.42,1228
right,21,1024,1295.88,38.64,1230
down,26,1024,1307.72,43.6,1232
left,32,1024,1307.96,41.88,1234
down,24,1024,1320.08,48.5,1238
right,33,1024,1321.72,47.66,1242
down,18,1024,1319.52,44.7,1244
up,34,1024,1329.96,49.5,1246
left,29,1024,1330.6,48.04,1248
down,26,1024,1328.96,47.8,1252
right,29,1024,1328.44,43.4,1254
up,28,1024,1329.12,42.96,1256
down,27,1024,1331.36,43.2,1258
left,27,1024,1331.96,44.54,1260
left,31,1024,1334,42.7,1262
right,22,1024,1329.4,39,1264
down,24,1024,1337,40.9,1266
right,24,1024,1337.56,39.58,1268
left,26,1024,1341.6,41.78,1270
right,22,1024,1343.96,41.74,1274
up,30,1024,1343.44,40.24,1276
left,24,1024,1348.96,42.64,1278
right,28,1024,1340.64,35.32,1280
up,29,1024,1342.56,36.3,1282
left,30,1024,1344.92,35.82,1284
right,20,1024,1340.32,32.54,1286
down,27,1024,1339.48,31.34,1288
up,22,1024,1335.72,28.4,1290
left,16,1024,1340.2,28.52,1292
down,28,1024,1352.24,36.7,1294
down,26,1024,1361.24,39.12,1296
left,21,1024,1369.8,41.96,1298
down,22,1024,1364.36,37.1,1300
right,31,1024,1362.64,35.8,1302
up,22,1024,1383.64,46.54,1304
left,37,1024,1398.36,52.82,1306
down,19,1024,1393.68,49.78,1308
down,31,1024,1413.2,58.32,1310
right,59,1024,1408.12,55.3,1312
down,30,1024,1418.88,59.98,1314
right,32,1024,1413.2,55.66,1316
up,27,1024,1409.68,54.58,1318
left,35,1024,1427.44,61.16,1320
left,34,1024,1426.04,59.56,1322
down,29,1024,1423.68,56.7,1324
right,25,1024,1421.72,53.16,1326
up,22,1024,1422.8,54.18,1328
down,31,1024,1424.96,55.32,1330
left,19,1024,1418.32,49.16,1332
right,27,1024,1416.72,48.82,1334
left,45,1024,1418.08,49.06,1336
up,30,1024,1413.64,43.6,1338
right,22,1024,1424.12,48.9,1340
down,35,1024,1420.76,46.76,1342
down,22,1024,1424.52,47.22,1344
right,32,1024,1416.2,41.18,1346
down,25,1024,1425.48,45.16,1348
up,29,1024,1428.8,46.62,1350
left,30,1024,1434.08,48.72,1352
down,23,1024,1437.44,49.02,1354
up,30,1024,1431.68,43.76,1356
left,30,1024,1436.36,45.32,1360
up,30,1024,1439.92,45.66,1364
up,31,1024,1442.04,44.88,1366
down,32,1024,1452.08,51.5,1368
right,16,1024,1443.32,43.48,1370
up,26,1024,1443.68,41.94,1372
down,24,1024,1448.88,44,1374
right,28,1024,1448.88,42.1,1376
left,25,1024,1449.36,40.04,1378
up,30,1024,1451.12,41.36,1380
down,27,1024,1450.56,41.3,1384
right,31,1024,1456.6,42.02,1386
down,25,1024,1457.04,40.86,1388
up,23,1024,1463.08,42.56,1390
right,53,1024,1457.52,39.24,1392
up,26,1024,1464.56,40.66,1394
down,48,1024,1464.12,40.34,1398
right,27,1024,1467.32,40.1,1400
up,20,1024,1468.44,37.58,1402
left,22,1024,1466.4,36.56,1404
up,30,1024,1475.64,42.12,1406
down,31,1024,1471.44,38.4,1408
right,30,1024,1478.2,41.82,1410
right,24,1024,1473.64,36.12,1412
left,29,1024,1475.48,37.12,1414
right,26,1024,1471.72,31.24,1416
left,22,1024,1475.64,33.88,1418
down,29,1024,1485.4,39.84,1420
left,26,1024,1484.44,37.56,1422
up,26,1024,1483.28,35.34,1424
left,20,1024,1502.48,43.86,1426
down,28,1024,1507.8,46.08,1428
right,26,1024,1504.64,42.34,1430
left,206,1024,1507.28,44.1,1432
right,28,1024,1508.4,42.32,1434
down,29,1024,1509.68,43.18,1436
down,28,1024,1517.48,46.88,1438
up,26,1024,1513.32,42.26,1440
left,24,1024,1519.12,44.28,1442
left,30,1024,1520.04,44.7,1444
right,31,1024,1517.28,40.8,1446
down,18,1024,1512.68,39.12,1450
up,27,1024,1527.44,45.98,1452
left,23,1024,1521.6,39.74,1456
right,30,1024,1528.08,42.08,1460
up,23,1024,1528.88,38.82,1462
right,23,1024,1530.24,39.52,1464
down,24,1024,1526.48,35.56,1466
down,25,1024,1532.28,38.78,1468
up,24,1024,1533.52,37.4,1470
left,21,1024,1527.08,33.22,1472
left,26,1024,1529.36,32.74,1474
down,23,1024,1529.28,32.42,1476
left,24,1024,1535.2,35.28,1478
up,16,1024,1532.2,31.48,1480
up,21,1024,1535.04,31.92,1482
right,26,1024,1533.28,28.98,1484
right,26,1024,1533.16,29.92,1486
up,25,1024,1532.28,27.52,1488
right,32,1024,1532.04,26.14,1492
left,27,1024,1543.28,30.28,1494
down,29,1024,1549.48,32.42,1496
down,19,1024,1545.96,29.34,1498
left,28,1024,1549.52,29.8,1500
left,27,1024,1557.52,34.06,1502
down,28,1024,1557.84,32.56,1506
up,16,1024,1554.72,29.94,1508
up,21,1024,1555.68,28.16,1510
down,14,1024,1552.4,24.26,1512
up,23,1024,1557.08,26.56,1514
left,22,1024,1558.76,25.9,1516
up,28,1024,1566.8,29.62,1518
up,25,1024,1563.2,25.9,1520
left,26,1024,1566.28,28.14,1522
down,29,1024,1570.84,28.2,1524
down,23,1024,1567.76,24.44,1526
right,22,1024,1571.32,25.64,1528
right,24,1024,1575.52,27.4,1530
up,20,1024,1573.36,25.26,1532
up,48,1024,1569.6,21.22,1534
left,21,1024,1575.16,23.38,1536
up,22,1024,1575.2,23.28,1538
down,18,1024,1573.72,20.6,1540
right,24,1024,1585.64,27.6,1542
right,24,1024,1588.36,27.8,1544
down,21,1024,1587.52,25.52,1546
right,24,1024,1597.48,30.52,1548
down,24,1024,1591.92,25.36,1550
right,23,1024,1613.28,36.94,1554
up,23,1024,1609.96,31.86,1556
right,27,1024,1618.04,34.74,1558
down,25,1024,1624.32,37.38,1560
left,24,1024,1633.52,41.7,1562
down,27,1024,1641.64,44.64,1564
left,18,1024,1661.08,53.62,1566
up,26,1024,1663.6,55.7,1568
up,21,1024,1659.96,50.02,1570
down,31,1024,1664.68,52.5,1572
up,27,1024,1664.44,51.1,1574
left,36,1024,1662.84,49.82,1576
left,30,1024,1660.76,47.76,1578
right,31,1024,1663.28,48.78,1582
down,26,1024,1654.36,41.94,1584
left,26,1024,1662.56,45.54,1586
down,27,1024,1662.68,42.68,1588
up,20,1024,1670.04,46.18,1590
right,28,1024,1664.4,42.4,1592
down,25,1024,1668.76,44.54,1594
left,23,1024,1670.72,43.76,1598
up,20,1024,1673.8,44.1,1600
right,33,1024,1681.16,46.6,1602
left,37,1024,1685,47.26,1604
down,28,1024,1684.96,45.4,1606
right,32,1024,1685.48,44.96,1608
down,31,1024,1684,44.12,1610
left,23,1024,1696.6,49.2,1612
left,33,1024,1692.56,46,1614
down,29,1024,1696.84,46.46,1616
down,25,1024,1702.48,47.98,1618
down,57,1024,1705.6,51.06,1622
up,29,1024,1708.56,50.48,1624
right,25,1024,1701.12,44.12,1626
up,32,1024,1701.72,42.62,1628
up,31,1024,1706.28,43.92,1630
left,34,1024,1710.32,45.74,1632
down,36,1024,1708.36,44.62,1634
left,37,1024,1709.12,42.18,1636
down,39,1024,1713,44.26,1638
up,35,1024,1709.16,40.4,1640
left,29,1024,1711.28,42.12,1644
down,21,1024,1711.08,38.6,1646
down,27,1024,1720.92,41.9,1648
down,26,1024,1717.16,39.78,1650
left,61,1024,1718.2,38.64,1652
up,15,1024,1713.36,34.42,1654
down,28,1024,1720.68,39.54,1656
right,28,1024,1728.64,41,1658
right,29,1024,1721.76,37.12,1660
left,30,1024,1723.88,36.96,1662
right,29,1024,1724.68,36.18,1664
up,26,1024,1730.32,38.52,1666
down,23,1024,1726.08,35.98,1668
up,27,1024,1726.24,34.22,1670
right,23,1024,1731.32,35.62,1672
right,27,1024,1738.16,38.46,1674
down,16,1024,1736.2,36.22,1676
right,16,1024,1744.4,39.02,1678
down,17,1024,1751.68,42.2,1680
right,24,1024,1753.16,41.78,1682
left,29,1024,1756.48,42,1684
right,20,1024,1747.04,36.74,1686
left,21,1024,1753.56,38.38,1688
right,18,1024,1742.96,31.18,1690
down,31,1024,1754.92,38.72,1692
down,24,1024,1751.48,34.8,1694
up,54,1024,1759.48,38.16,1698
right,19,1024,1760.08,34.94,1700
left,37,1024,1761.76,35.28,1702
up,26,1024,1775.64,42.84,1704
right,25,1024,1777.64,42.7,1706
left,32,1024,1774.44,39.12,1708
right,29,1024,1778.8,39.08,1710
right,30,1024,1781.72,41.74,1712
down,24,1024,1776.92,39.18,1714
left,22,1024,1780.76,38.58,1716
down,23,1024,1784.8,39.68,1718
down,27,1024,1784.24,36.3,1720
up,22,1024,1779.88,34.72,1722
left,20,1024,1785.24,38.08,1724
right,25,1024,1785.84,34.86,1726
up,27,1024,1783.24,32.84,1728
left,29,1024,1790.2,35.9,1732
up,24,1024,1786.24,31.7,1734
down,29,1024,1791.76,33.44,1736
right,27,1024,1790.2,32.5,1738
up,26,1024,1794.4,33.56,1740
right,22,1024,1801.48,35.62,1742
down,18,1024,1802.44,34.4,1744
right,27,1024,1806.36,34.46,1746
down,25,1024,1809.68,36.96,1748
up,25,1024,1810.48,37.26,1750
down,16,1024,1807.52,33.06,1752
left,23,1024,1814.12,36.02,1754
up,33,1024,1807.6,31.34,1756
right,19,1024,1812.28,31.92,1758
up,27,1024,1813.48,32.02,1760
down,23,1024,1816.84,33.66,1762
up,23,1024,1816.96,33.58,1766
left,26,1024,1816.32,28.36,1768
up,23,1024,1812.88,26.34,1770
left,25,1024,1819.96,29.92,1772
up,26,1024,1822.12,28.52,1774
up,26,1024,1823.76,29.02,1776
right,19,1024,1821.4,26.68,1778
down,17,1024,1822.76,26.46,1780
