Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
right,57,2,277.56,145.7,6
left,37,2,263.84,138.58,8
left,66,4,279.56,147.22,10
down,53,4,282.12,147.64,12
up,54,8,297.48,152.62,14
down,53,8,270.36,137.64,16
right,46,8,279.52,141.76,18
right,49,8,280.72,141.74,20
left,34,8,273.12,136.12,22
up,34,8,288.92,144.78,26
right,55,8,276.36,133.54,28
down,47,16,267.4,130.9,30
up,41,16,266.92,130.72,32
right,58,16,280.2,132.92,34
left,56,16,275.52,131.2,36
right,49,16,272.68,128,38
down,51,16,287.12,136.7,40
left,50,16,293.16,137.6,42
up,34,16,297.16,138,44
left,56,16,288.24,130.5,46
up,57,16,264.96,118.6,48
left,50,16,283.32,129.2,50
right,64,16,284,126.5,54
left,43,16,274.4,120.98,58
left,50,16,266.92,115,60
right,50,16,293.96,127.28,62
up,47,16,271.4,113.6,64
right,30,32,271.76,112.36,66
right,39,32,283,117.16,70
up,47,32,280.92,113.14,72
down,42,32,276.12,113,74
down,51,32,272.96,109,76
left,49,32,266.36,103.12,78
left,42,32,269.12,104.3,82
down,44,32,280.12,109.66,86
right,51,32,280.64,106.94,88
left,54,32,279.6,102.92,90
right,41,32,258.32,92.78,92
left,29,32,255.12,90,96
down,43,32,285.28,104.6,98
right,38,32,267.6,95.34,100
up,35,32,270,94.34,102
up,34,32,271.2,95.66,104
down,43,32,267.36,89.98,106
down,38,32,275.16,92.88,108
up,38,32,280.24,94.22,112
left,27,32,265.12,85.54,114
down,37,32,276.44,89.4,116
right,42,32,272.88,86.86,118
down,35,32,300.96,100.48,120
down,31,32,282.72,90.14,122
up,46,32,283.28,89.5,124
down,32,32,272.96,83.7,126
right,29,64,294.48,93.54,130
down,85,64,294.64,90.82,132
up,46,64,292.48,87.96,136
left,26,64,285.16,84.62,138
left,35,64,304.48,93,140
left,36,64,298.88,88.04,142
left,36,64,294.84,85.36,144
right,32,64,283.48,78.36,146
up,27,64,274.2,70.54,148
right,37,64,295.08,82.94,150
down,32,64,303.52,86.1,152
up,26,64,309.28,86.8,154
right,31,64,308.72,86.18,156
down,36,64,313.44,88.92,158
up,35,64,302.72,82.26,160
left,30,64,298.68,76.9,162
down,49,64,297.76,77.04,164
right,40,64,321.44,85.8,166
right,35,64,307.32,77.78,168
right,44,64,325.04,85.6,170
right,32,64,313.12,78.58,172
up,35,64,328.16,87.64,174
down,33,128,317.28,78.9,176
right,35,128,329.16,84.28,178
down,35,128,317.68,77.12,180
right,34,128,317.2,76,182
up,37,128,334.24,83.7,184
left,33,128,338.44,86.7,186
up,36,128,351.8,93.52,188
right,38,128,332.48,80.46,190
left,32,128,334.92,79.44,192
up,34,128,320.44,70.9,196
up,28,128,331.44,74.62,198
up,32,128,319.28,65.86,200
right,31,128,341.68,79.56,204
down,28,128,336.52,73.94,206
left,23,128,316.2,60.96,208
down,28,128,342.72,74.06,210
up,34,128,341.48,74.28,212
