Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
up,31,256,637.12,44.92,562
right,31,256,655.4,52.04,564
right,36,256,680.68,67.16,568
up,33,256,672.12,58.06,570
down,29,256,679.88,61.58,572
up,20,256,673.92,57.82,574
right,28,256,682.08,61.04,576
down,35,256,676.64,57.6,578
left,26,256,675.64,54.72,580
down,28,256,670.4,50.38,582
right,39,256,671.48,49.7,584
up,47,256,684.92,59.16,586
right,41,256,703.6,67.28,588
up,23,256,685.8,55.02,590
right,33,256,706.36,66.88,592
down,31,256,707.2,66.22,594
up,29,256,697.44,58.82,596
down,27,256,700.68,58.14,598
down,31,256,698.6,57.36,600
right,28,512,709.28,62.14,602
down,36,512,709.48,59.82,604
up,33,512,722.64,67.94,606
right,35,512,715.08,61.3,608
right,32,512,715.2,61.4,612
up,42,512,723.44,63.62,614
up,29,512,721.12,61.78,616
left,23,512,721.76,59.78,618
right,28,512,723.16,60.28,622
left,37,512,729.8,61.26,624
up,28,512,728,59.4,626
right,36,512,725.2,56.64,628
up,33,512,730.16,56.8,630
down,35,512,734.96,60.3,632
down,36,512,736,58.44,634
left,33,512,740.48,59.46,636
up,32,512,742.24,59.84,638
right,35,512,739.92,59.72,640
up,27,512,737.28,55.22,642
left,37,512,740.04,55.06,646
down,35,512,749.6,57.52,648
left,38,512,747.16,57.1,650
up,34,512,746.84,55.28,652
down,37,512,740.24,49.28,654
right,29,512,738.92,48.48,656
left,38,512,742.4,47.04,658
right,23,512,753.16,53.96,660
up,22,512,753.68,52.18,662
up,26,512,759.16,54.74,664
right,27,512,768.28,60.06,666
left,36,512,762.32,54.1,668
right,20,512,757.08,49.96,670
down,28,512,769.84,57.48,672
down,36,512,767.32,53.02,674
right,33,512,762.28,49.68,676
up,35,512,772.84,55.74,678
left,33,512,774.44,54.08,680
up,29,512,780.44,55.14,682
right,35,512,780.36,54.8,684
down,36,512,783.32,54.64,686
up,42,512,787.4,57.16,688
left,26,512,786.12,55.92,692
up,28,512,781.76,50.5,694
right,23,512,785.08,51.06,698
up,30,512,784.16,48.18,700
right,31,512,791.32,50.6,702
up,31,512,786.08,46.86,704
right,27,512,794.56,51.66,706
left,32,512,788.96,47.12,710
left,32,512,788.52,44.38,712
right,23,512,796.16,48.44,714
left,24,512,792.48,43.28,718
left,33,512,798.08,44.32,720
down,26,512,807.56,49.14,722
right,37,512,804.12,46.38,724
up,30,512,804.8,44.72,726
right,31,512,812.52,49.02,728
down,33,512,815.52,48.98,730
up,26,512,809.44,44.36,732
left,32,512,815.4,48.04,734
down,27,512,826.96,52.5,736
right,38,512,820.68,46.6,738
up,35,512,823.48,48.78,740
down,19,512,817.52,44.86,744
left,23,512,821.96,44.36,746
down,23,512,815.36,40.34,748
down,33,512,828.64,45.96,750
down,33,512,829.52,45.16,752
right,20,512,833.92,45.2,754
down,24,512,825.56,40.2,756
up,29,512,820.16,35.6,758
left,32,512,833,43.48,760
down,25,512,836.56,43.78,762
up,36,512,833.72,39.98,764
down,26,512,838.04,42.9,766
right,31,512,846.48,46.74,768
down,35,512,834.4,37.6,770
up,31,512,843.88,41.94,772
down,22,512,833.44,35.56,774
right,31,512,841.72,40.92,776
left,29,512,852.56,42.62,778
down,30,512,866.84,50.76,780
down,29,512,859.72,44.66,782
right,29,512,864.36,46.02,784
down,23,512,853.84,40.02,786
up,33,512,856.4,40.26,788
down,22,512,879.24,51.76,790
left,38,512,892.92,57.26,792
right,29,512,889.16,53.84,794
down,36,512,903.2,60.1,796
up,22,512,898.68,57.94,798
right,28,512,899.92,58.42,800
down,28,512,904.68,59.22,802
right,31,512,908.04,59.88,804
right,38,512,914.68,62.2,806
down,29,512,912.48,62.06,808
down,28,512,908.72,56.12,810
right,33,512,915.64,59.48,812
up,27,512,907.92,54.22,814
right,36,512,904.84,51.26,818
up,26,512,901.32,46.9,820
left,21,512,902.08,47.06,822
right,21,512,908.68,49.82,824
right,26,512,908.68,50.02,826
down,45,512,909.28,46.38,830
left,43,512,909.32,44.56,832
up,28,512,910.08,43.32,834
left,178,512,910,43.04,836
down,25,512,914.8,45.12,838
right,21,512,912.64,42.3,842
down,20,512,916.76,41.9,844
up,26,512,919.2,42.76,846
left,28,512,932.24,49.74,848
left,27,512,936.36,50.56,850
left,28,512,933.56,47.78,852
up,28,512,941.96,51.34,854
down,28,512,937.8,47.36,856
right,17,512,934.04,45.16,858
up,20,512,937.56,45.14,860
left,32,512,942.32,47.54,864
up,28,512,942.96,46.18,866
up,23,512,941.76,43.02,868
down,27,512,944.52,44.18,872
down,28,512,944.44,40.4,876
right,23,512,946,40.42,878
down,28,512,948.32,39.48,880
down,26,512,949.68,39.78,882
down,39,512,955.24,40.86,884
left,28,512,957.8,43.18,886
up,24,512,956.48,40.44,888
down,27,512,955.96,39.5,890
right,20,512,957.04,38.66,892
left,23,512,958.4,38.68,894
down,32,512,958.64,38.04,896
right,20,512,960.64,38.08,898
down,26,512,965.92,40.26,900
right,21,512,958.72,34.9,902
down,22,512,966.04,37.04,906
down,30,512,967.04,36.08,908
down,22,512,962.44,32.18,910
right,27,512,964.96,32.7,912
left,15,512,957.76,27.54,916
right,24,512,964.36,28.02,918
down,26,512,970,30.62,920
left,29,512,976.52,33.52,922
right,23,512,980.28,34.98,924
up,18,512,978.72,31.78,926
right,18,512,990.72,37.22,928
down,23,512,998.6,40.6,930
down,26,512,1007.44,43.44,932
left,24,512,1000.72,39.66,934
down,28,512,1002.48,37.62,936
right,30,512,1004.24,39.26,938
left,19,512,1003.76,37.78,940
down,22,512,1005.6,38.92,942
up,27,512,1011.04,41.62,944
down,21,512,1001,33.56,946
right,28,512,1003.56,34.3,948
left,25,512,1003.2,32.14,950
up,21,512,1013.4,35.94,952
right,27,512,1008.04,32.1,954
up,27,512,1008.96,31.1,956
up,25,512,1009.52,30.54,958
up,21,512,1014.56,33.36,960
left,44,512,1012.24,30.98,962
up,46,512,1015.96,31.6,964
left,663,512,1022.36,33.04,966
down,34,512,1020.6,32.96,968
up,33,512,1022.16,33.1,970
right,26,512,1023.8,31.9,972
down,14,512,1019.64,27.3,974
left,13,512,1013.68,25.66,976
up,28,512,1015.88,24.64,978
right,11,512,1015.68,22.46,980
right,43,512,1021.4,23.72,982
right,25,512,1027,27.86,984
up,19,512,1023.52,21.9,988
left,28,512,1041.04,29.22,990
down,22,512,1050.04,35.3,992
left,24,512,1042.96,29.58,994
right,17,512,1046.68,30.18,996
left,21,512,1048.72,31.52,998
right,23,512,1051.16,32.8,1000
left,24,512,1045.16,26.5,1002
up,14,512,1048.2,26.62,1006
down,19,512,1044.84,22.78,1008
left,22,512,1048.84,25.02,1010
up,17,512,1049.72,23.72,1012
right,16,512,1051.24,23.56,1014
down,19,512,1055.84,23.06,1018
left,18,512,1063.24,25.82,1020
up,21,512,1068.88,28.04,1022
up,23,512,1077.56,30.88,1024
left,25,512,1071.56,27.82,1026
down,18,512,1067.2,23.3,1028
up,24,512,1073.96,25.66,1030
up,24,512,1074.8,25.66,1032
up,22,512,1075.12,24.26,1034
right,24,512,1073.84,23.16,1038
up,19,512,1080.92,25.82,1040
left,23,512,1085.44,27.4,1042
down,22,512,1097.2,31.1,1044
right,23,512,1104.56,34.34,1046
right,24,512,1103,32.38,1048
up,23,512,1124.28,44.4,1052
left,39,512,1116.16,37.78,1054
right,39,512,1115.48,34.64,1056
up,19,512,1117.84,36.28,1058
left,17,512,1135.64,43.72,1060
down,30,512,1166.76,60.5,1062
right,29,512,1188.32,70.2,1064
left,30,512,1198.24,75.82,1066
up,27,512,1209.92,80.02,1068
right,35,512,1210.4,78.56,1070
down,39,512,1219.52,82.8,1072
left,29,1024,1221.52,84.38,1074
up,35,1024,1217.8,80.4,1076
up,43,1024,1213.6,76.34,1078
right,31,1024,1217.72,78.64,1080
down,49,1024,1222.8,78.36,1082
left,49,1024,1216.72,74.74,1084
right,46,1024,1214.24,73.22,1086
down,36,1024,1219.4,73.74,1088
right,26,1024,1213.4,68.22,1092
up,35,1024,1223.72,75.32,1094
down,37,1024,1216.52,69.06,1096
up,28,1024,1222.76,70.5,1098
right,27,1024,1221.6,70.32,1100
left,26,1024,1220.12,68.54,1102
up,26,1024,1216.8,63.26,1104
right,35,1024,1214.76,61.68,1106
right,39,1024,1219.12,62.72,1108
down,26,1024,1212.84,59.86,1110
left,33,1024,1217.64,61.18,1114
down,25,1024,1211.16,54.04,1116
up,33,1024,1217.68,56.54,1118
left,36,1024,1236.56,66.72,1120
down,34,1024,1247.44,73.48,1122
right,38,1024,1238.92,65.34,1124
left,35,1024,1237.48,63.4,1126
right,34,1024,1237.84,63.56,1128
down,41,1024,1248.88,69.2,1130
up,30,1024,1241.92,64.06,1132
down,27,1024,1243.2,63.4,1134
up,36,1024,1232.68,55.6,1136
right,50,1024,1226.48,52.82,1138
right,30,1024,1238.8,58.12,1140
down,34,1024,1235.32,53.1,1142
left,28,1024,1247.52,58.82,1146
down,34,1024,1250.52,59.82,1148
right,32,1024,1248.28,58.04,1150
up,25,1024,1232.92,47.42,1152
down,26,1024,1238.24,48.06,1154
left,31,1024,1238.36,48.46,1158
up,33,1024,1244.4,51.06,1162
down,21,1024,1244.08,45.84,1166
left,22,1024,1252.72,50.92,1170
right,24,1024,1249.6,47.28,1172
down,34,1024,1253.04,45.22,1174
left,24,1024,1259.08,49.54,1178
down,44,1024,1261.28,48.96,1180
up,23,1024,1255.8,43.72,1182
right,24,1024,1267.16,47.84,1184
down,29,1024,1273.76,51.38,1186
right,24,1024,1264.96,44.18,1188
up,34,1024,1277.6,49.86,1190
right,34,1024,1289.6,54.8,1192
left,32,1024,1299.68,60.78,1194
down,31,1024,1296.76,58.58,1196
right,34,1024,1293.64,56.44,1198
up,77,1024,1294.48,54.28,1202
right,39,1024,1289.36,49.72,1204
up,58,1024,1286.92,46.58,1206
up,26,1024,1292.2,48.68,1208
left,32,1024,1295.72,49.72,1212
up,25,1024,1286.12,42.9,1214
right,25,1024,1291.84,44.68,1216
left,42,1024,1301.28,49.38,1218
right,38,1024,1301.32,47.04,1220
up,37,1024,1297.28,43.98,1224
right,222,1024,1306,46.36,1226
up,33,1024,1300.76,44.08,1228
down,27,1024,1305.72,45.74,1230
left,33,1024,1307.8,44.66,1232
left,31,1024,1302.84,39.6,1234
right,30,1024,1306.52,41.04,1236
down,27,1024,1310.84,41.46,1238
right,28,1024,1305.6,39.12,1240
right,28,1024,1312.32,41.12,1244
up,29,1024,1313.32,39.8,1246
right,46,1024,1313.88,37.02,1248
right,66,1024,1321.56,42.94,1250
up,37,1024,1324.96,42.42,1252
down,26,1024,1332.88,47.46,1254
down,55,1024,1331.48,44.54,1256
up,32,1024,1328.96,41.5,1258
right,24,1024,1338.8,46.24,1260
right,26,1024,1335.4,43.16,1264
left,29,1024,1338.36,41.88,1266
right,27,1024,1336.24,42.08,1270
left,28,1024,1342.28,40.44,1272
up,29,1024,1342.56,39.98,1274
up,32,1024,1345.32,40.94,1278
left,23,1024,1345.2,39.3,1280
up,26,1024,1352.6,42.88,1282
right,22,1024,1359.88,43.96,1284
right,39,1024,1351.96,38.24,1286
down,36,1024,1362.56,43.08,1288
left,22,1024,1359.2,40.24,1290
up,32,1024,1378.36,48.96,1292
left,26,1024,1377.56,48.94,1294
down,26,1024,1400.48,59.88,1296
up,29,1024,1390.4,54.42,1298
up,39,1024,1378.08,45.7,1300
up,35,1024,1375.6,43.08,1302
down,46,1024,1378.48,44.66,1304
right,55,1024,1390.04,47.06,1306
down,27,1024,1391.44,48.34,1310
right,29,1024,1398.64,50.38,1312
up,28,1024,1417.16,57.18,1314
up,29,1024,1412.56,55.16,1316
left,61,1024,1414.8,54.8,1318
down,24,1024,1428.84,59.28,1320
up,30,1024,1422.44,56,1322
left,42,1024,1420,54.92,1324
right,37,1024,1421.92,53.54,1326
left,25,1024,1432.84,61.1,1328
up,25,1024,1416.64,50.46,1330
up,34,1024,1425.88,54.6,1332
right,32,1024,1427.92,56.36,1334
down,26,1024,1433.08,55.7,1336
right,41,1024,1426.44,50.98,1338
left,93,1024,1431.64,52.64,1340
up,45,1024,1432.92,52.94,1342
up,33,1024,1432.2,53.32,1344
up,35,1024,1438.28,52.84,1348
down,25,1024,1427.76,45.64,1350
right,39,1024,1425.68,43.76,1352
up,31,1024,1422.88,40.92,1354
left,19,1024,1427.32,41.84,1356
up,24,1024,1444.48,52.18,1358
left,34,1024,1431.72,41.4,1360
down,35,1024,1435.32,42.5,1362
left,30,1024,1449.8,49.62,1364
down,37,1024,1445.8,47.62,1366
up,37,1024,1444.4,44.12,1368
left,38,1024,1447.4,45.96,1372
left,27,1024,1447.88,43.22,1374
down,22,1024,1451.96,43.76,1376
left,18,1024,1462.68,48.82,1378
up,33,1024,1458.16,45.32,1380
left,34,1024,1461.56,46.34,1382
right,23,1024,1463.92,47.94,1384
down,27,1024,1455.12,41.24,1386
left,20,1024,1456.2,40.5,1388
right,22,1024,1462.28,41.92,1390
down,29,1024,1456.24,37.4,1392
left,24,1024,1460.64,39.62,1394
down,26,1024,1466.28,42.96,1396
right,26,1024,1462.96,38.48,1398
up,26,1024,1459.44,35.62,1400
right,25,1024,1472.72,42.18,1402
left,25,1024,1462.8,37,1404
up,26,1024,1471.76,38.32,1408
left,34,1024,1475.32,40.62,1410
left,24,1024,1471.96,36.3,1412
down,20,1024,1473.32,35.58,1414
down,27,1024,1472.36,34.92,1418
right,48,1024,1485.8,40.62,1422
left,22,1024,1477.96,32.98,1424
right,59,1024,1469.4,26.18,1426
down,71,1024,1479.28,31.56,1428
right,33,1024,1478.84,30.82,1430
up,16,1024,1484.52,31.46,1434
left,19,1024,1488.12,31.78,1436
up,15,1024,1483.56,28.38,1438
right,25,1024,1506.96,41.18,1440
down,17,1024,1512,41.26,1442
right,24,1024,1519.56,44.32,1444
right,23,1024,1521.6,43.32,1446
left,23,1024,1518,41.62,1448
down,20,1024,1520.88,40.82,1450
left,25,1024,1520.4,40.16,1452
left,23,1024,1517.08,37.1,1454
right,22,1024,1518.8,35.88,1456
up,27,1024,1517.96,35.88,1458
left,121,1024,1524.36,37.32,1460
up,26,1024,1527.24,38.66,1462
up,19,1024,1532.4,40.32,1464
right,25,1024,1528.52,36.62,1466
left,24,1024,1531.32,38.22,1468
right,18,1024,1527.44,35.6,1470
down,22,1024,1528.4,32.92,1472
left,19,1024,1530.52,32.96,1474
right,22,1024,1533.08,33.92,1478
up,22,1024,1531.64,30.68,1480
down,30,1024,1538.72,33.92,1482
down,23,1024,1540.32,32.16,1484
left,26,1024,1553.36,39.14,1488
left,26,1024,1551.76,37.62,1490
down,25,1024,1558.12,40.02,1492
up,25,1024,1561.36,42.1,1496
left,22,1024,1551.36,32.44,1498
down,21,1024,1557.52,33.88,1500
up,20,1024,1555.12,31.22,1502
down,23,1024,1556.84,32.14,1504
right,19,1024,1552.32,27.8,1506
left,29,1024,1559.6,32.38,1508
up,22,1024,1560.88,30.68,1510
down,22,1024,1554.76,25.58,1514
right,21,1024,1562.76,29.02,1516
left,21,1024,1562.04,26.22,1520
up,25,1024,1562.16,23.76,1522
left,46,1024,1570.64,28.22,1524
down,16,1024,1574.2,29.6,1526
down,29,1024,1570.52,25.82,1528
down,27,1024,1577.72,29.46,1530
right,17,1024,1577.72,27.4,1532
down,22,1024,1575.68,25.94,1534
right,21,1024,1579.36,27.06,1536
up,19,1024,1581.28,26.1,1538
down,29,1024,1586.4,28.9,1542
up,14,1024,1582.4,23.12,1544
right,22,1024,1585.36,24.6,1546
left,22,1024,1580.68,21.12,1550
up,15,1024,1586.44,21.22,1552
right,15,1024,1584.2,19.4,1554
down,17,1024,1586.04,18.92,1558
right,17,1024,1592.44,20.74,1560
left,14,1024,1589.72,17.14,1562
down,15,1024,1588.32,16.3,1564
right,14,1024,1590.16,15.64,1566
left,21,1024,1595.88,19.1,1568
up,18,1024,1596.44,16.04,1570
right,15,1024,1600.92,18.54,1574
up,16,1024,1604.04,18.1,1576
up,13,1024,1600.84,15.58,1578
left,19,1024,1606.2,16.56,1580
up,20,1024,1619.08,22.22,1582
left,14,1024,1618.4,21.24,1584
left,19,1024,1628.12,25.34,1586
down,30,1024,1634.8,28.24,1588
left,32,1024,1637.64,28.84,1592
up,28,1024,1647.96,32.92,1594
right,26,1024,1651,34.06,1596
up,55,1024,1651.56,32,1598
left,18,1024,1644.08,25.8,1602
down,24,1024,1655.36,31.32,1604
left,19,1024,1653.96,30.02,1606
down,27,1024,1674.52,39.86,1608
down,24,1024,1669.92,34.18,1610
right,27,1024,1673.04,36.5,1612
down,20,1024,1680.6,38.98,1616
down,213,1024,1682.48,37.36,1618
left,25,1024,1690.6,40.96,1620
right,28,1024,1700,45.06,1622
down,51,1024,1692.56,39.82,1624
left,17,1024,1701.88,43.38,1626
down,24,1024,1701.72,43.62,1628
up,22,1024,1703.84,43.06,1630
down,31,1024,1711.92,45.74,1634
up,22,1024,1713.6,46.58,1636
down,26,1024,1710.96,42.68,1638
left,22,1024,1713.64,42.86,1640
left,26,1024,1711.16,40.7,1642
left,28,1024,1719.56,44.44,1644
down,27,1024,1714.8,40.9,1646
up,18,1024,1711.8,37.76,1648
left,23,1024,1712.96,37.58,1650
right,22,1024,1715.68,37.94,1652
left,29,1024,1715.32,36.48,1654
down,19,1024,1721.12,37.4,1656
right,27,1024,1720.8,37.84,1658
right,24,1024,1723.92,37.86,1660
down,23,1024,1717.68,33.78,1662
up,24,1024,1719.8,33.22,1664
up,24,1024,1722.04,34.06,1666
up,27,1024,1721.44,32.98,1668
up,24,1024,1722.24,31.54,1670
down,24,1024,1723.12,30.4,1674
left,17,1024,1721.48,27.18,1678
down,17,1024,1720.8,25.6,1680
down,37,1024,1730.84,30,1682
down,22,1024,1732.32,29.96,1684
right,21,1024,1732.8,29.84,1686
left,16,1024,1737.92,31.24,1688
down,17,1024,1748.8,34.36,1692
up,23,1024,1741.56,29.02,1694
down,18,1024,1755.04,35.08,1696
left,20,1024,1760.88,37.66,1698
left,27,1024,1781.28,48.64,1700
left,26,1024,1773.36,41.88,1702
left,26,1024,1776.52,43.38,1704
up,23,1024,1778.72,41.94,1706
right,31,1024,1777.48,40.24,1708
right,27,1024,1777.28,40.46,1710
right,21,1024,1780.6,40.04,1712
down,24,1024,1782.48,39.4,1714
right,26,1024,1781.24,38.36,1716
left,25,1024,1782.32,38.06,1718
left,24,1024,1786.48,40,1720
down,21,1024,1786.12,38.6,1722
right,33,1024,1787.96,38.02,1724
down,20,1024,1784.56,34.54,1726
right,22,1024,1789.24,36.58,1728
up,24,1024,1787.88,34.08,1730
right,21,1024,1790.92,36.36,1732
up,24,1024,1791.24,34.76,1734
left,23,1024,1787.84,31.58,1736
left,25,1024,1790.36,33.1,1738
right,18,1024,1790.6,29.36,1742
down,23,1024,1796.8,32.24,1744
down,23,1024,1799.12,32.04,1746
left,21,1024,1803.64,33.78,1750
down,24,1024,1805.04,31.92,1754
down,48,1024,1802.48,28.54,1756
up,38,1024,1805.56,28.64,1758
down,18,1024,1806.2,27.64,1760
left,20,1024,1812.32,30.48,1764
left,28,1024,1811.16,28.26,1766
left,20,1024,1810.6,26.42,1768
up,26,1024,1819.04,31.18,1770
left,13,1024,1820.04,29.92,1772
down,27,1024,1822.4,30.06,1774
up,22,1024,1815.44,24.24,1776
left,25,1024,1826.52,29.82,1778
down,20,1024,1827.08,27.3,1780
left,22,1024,1830.92,30.18,1784
down,22,1024,1828.24,25.14,1786
right,24,1024,1829.68,25.78,1788
down,23,1024,1835.36,28.02,1790
right,20,1024,1834.48,25.66,1792
down,20,1024,1837.52,26.18,1794
up,15,1024,1839,25.7,1796
right,16,1024,1838.48,25.44,1798
left,13,1024,1839.72,25.16,1800
down,24,1024,1836.44,22.62,1804
up,15,1024,1840.56,21.06,1806
