Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
left,56,2,284.72,150.12,6
right,56,4,283.4,151.02,8
up,58,4,280.12,144.72,12
right,45,8,280.44,145.76,14
down,61,8,265.88,134.94,16
right,54,8,277.88,140.9,18
down,60,8,302.08,153.78,20
up,197,8,266.32,134.02,22
up,44,8,270.92,132.86,24
left,36,8,284.04,139.84,26
down,54,16,287.76,140.26,28
left,48,16,265.08,125.56,30
left,45,16,267.52,126.78,32
down,52,16,280.92,133.68,34
up,44,16,282.8,134.34,36
down,35,16,281,132.26,38
down,52,16,283.76,133.12,40
left,65,16,274.6,126.32,42
left,49,16,283.2,131.66,44
up,50,16,282.24,129.96,46
right,49,16,279.12,125.58,48
up,36,16,273.36,124.66,50
down,42,16,276.36,122.72,54
right,45,16,272.44,119.28,58
up,39,16,270.16,116.62,60
left,42,32,264.28,111.48,62
up,36,32,270.8,114.78,64
down,35,32,271.88,114.12,66
up,24,32,259.64,104.8,68
down,24,32,278.68,114.62,70
right,40,32,277.32,113.68,72
right,42,32,282.64,115.66,74
up,38,32,280.84,114.78,76
left,30,32,282.6,111.6,78
down,59,32,265.12,102.72,80
down,39,32,295.52,118.2,84
up,53,32,273.92,102.56,86
left,36,32,280.4,105.36,88
right,48,32,288.12,109.58,90
left,34,32,283.44,105,92
up,40,32,294,110.72,94
down,38,32,292,108.16,96
left,59,64,276.4,98.46,98
down,66,64,283.56,99.68,100
right,44,64,299.64,110.56,104
right,45,64,299.04,106.9,106
up,51,64,293.52,103.32,108
down,25,64,282.68,95.64,110
up,23,64,280.28,92.38,112
right,37,64,281.76,96.02,114
down,35,64,276.2,88.04,116
down,44,64,286.48,94.4,118
right,35,64,293.52,97.88,120
up,41,64,286.4,90.54,122
down,36,64,299.72,98.2,124
left,36,64,289.44,92.34,128
up,32,64,296.24,93.62,130
right,35,64,296.24,93.76,132
left,32,64,278.76,81.12,134
down,49,64,285.6,85.18,136
down,35,64,295.48,87.58,140
right,25,64,291.68,83.62,142
left,25,64,305.56,90.44,146
left,31,64,293.04,80.34,148
down,40,64,316.92,94,150
right,26,64,315.44,90.42,152
right,38,64,321.16,92.26,154
up,43,128,337,99.84,156
left,34,128,330.48,96.38,158
down,36,128,336.48,97.36,160
up,32,128,349.52,102.96,162
down,35,128,337.36,97.46,164
down,40,128,327.4,90.06,166
right,40,128,322.84,87.02,168
up,25,128,320.68,84.44,170
up,28,128,336.84,91.58,172
right,44,128,330.6,85.76,174
left,21,128,317.44,79.48,178
up,42,128,328.64,80.6,180
right,34,128,333.2,86.2,182
left,38,128,320.44,76.16,184
right,37,128,330.4,81.26,186
right,37,128,332.4,81.2,188
left,28,128,330.64,77.92,190
up,45,128,335.88,80.82,192
down,34,128,341.16,84.34,194
right,31,128,318.36,68.32,196
left,33,128,338.4,80.64,198
down,25,128,324.4,68.82,200
up,27,128,327.16,69.6,204
right,28,128,338.88,75.34,206
left,35,128,345.8,78.94,208
down,33,128,337.52,70.14,210
left,125,128,343.76,74.82,212
up,47,128,345.28,73.76,214
left,48,128,343,71.76,216
down,47,128,336.64,67.72,218
up,28,128,345.96,71.74,220
up,41,128,361.12,78.7,222
right,44,128,355.52,76.62,224
left,36,128,359.32,75.62,226
down,47,128,355.72,73.2,228
right,39,128,358.36,72.44,230
left,42,128,344.76,65.24,232
left,44,128,347.96,64.4,234
down,48,128,351.48,66.7,236
up,26,128,360.2,68.94,238
left,29,128,358.2,66.5,240
down,34,128,354.04,63.7,242
right,56,128,363.44,68.24,244
left,34,128,356.76,63.36,248
right,44,128,359.48,61.84,250
down,43,128,372.88,68.44,254
down,41,128,372.28,67.4,256
up,45,128,361.36,59.74,258
up,38,128,369.56,61.8,260
left,26,128,361.68,58.06,264
up,48,128,372.04,61.14,266
down,34,128,364.28,56.68,268
down,35,128,368.2,57.12,272
left,25,128,353.68,47.42,274
up,33,128,363.8,50.94,278
left,27,128,399.84,67.3,280
up,28,128,407.32,69.84,282
up,52,128,424.36,80.38,284
right,38,128,430.6,80.98,286
left,38,128,431.28,79.92,288
left,52,128,449.44,89.38,290
down,50,128,438.16,81.18,292
down,43,256,442.4,83.36,294
down,37,256,457.8,91.84,296
right,45,256,456.6,89.86,298
right,41,256,455.56,88.82,300
right,46,256,449.84,82.42,302
up,32,256,457.12,85.42,306
right,37,256,454.84,82.92,308
left,106,256,463.04,86.9,310
left,54,256,440.28,69.96,312
right,33,256,459.6,80.94,316
left,21,256,449.44,74.72,318
right,56,256,447.6,72.36,320
left,43,256,454.68,74.82,322
up,41,256,444.72,68.26,324
left,45,256,446.2,67.82,326
down,42,256,450.48,69.64,330
left,45,256,455.52,70.84,332
right,34,256,458.68,71.92,334
up,62,256,456.52,69.06,338
down,34,256,447.52,61.42,340
right,22,256,461.96,69.54,342
up,31,256,455.48,62.04,344
left,32,256,461.24,65.62,348
up,32,256,464.56,65.5,350
down,25,256,470.64,66.92,352
left,32,256,468.36,64.28,354
up,30,256,471.2,65.12,356
right,25,256,471.92,63.36,358
right,33,256,474.48,67.18,360
up,45,256,470.68,61.68,362
down,40,256,477.76,64.92,364
down,50,256,476.48,62.24,366
left,50,256,468.88,57.9,368
right,43,256,477.36,60.28,370
left,32,256,468.16,54.48,372
up,36,256,481.28,62.42,374
left,28,256,478.96,58.9,376
right,22,256,470.4,52.58,378
left,40,256,486.24,60.78,380
down,28,256,484.64,58.12,382
left,22,256,477.88,55.9,384
up,33,256,482.2,53.24,386
left,29,256,485.2,55.8,390
right,27,256,486.72,55.2,392
left,17,256,472.44,45.74,394
down,36,256,486.8,52.42,396
up,32,256,489.28,53.5,398
left,36,256,495.12,55,400
right,31,256,491.44,51.82,402
up,32,256,491.68,50.28,404
left,182,256,500.32,56.02,406
down,31,256,498.52,51.96,408
right,38,256,509.32,56.76,410
right,40,256,513.28,57.78,412
up,37,256,523.2,62.94,414
right,24,256,528.28,63.62,416
left,34,256,531.28,65.7,418
right,32,256,523.88,59.92,420
down,48,256,531,61.74,422
up,28,256,527.96,59.44,424
left,32,256,528.36,57.52,428
up,27,256,528.12,55.68,430
left,38,256,530.92,56.04,432
right,32,256,526.68,53.32,434
left,33,256,527.64,54.86,436
left,27,256,535.12,55.6,438
up,35,256,535.96,54.8,440
down,27,256,528.64,51.32,442
up,28,256,537.48,52.76,444
left,26,256,536.16,51.54,446
down,28,256,537.88,51.88,448
up,34,256,538.16,49.98,450
down,20,256,531.16,47.7,452
left,33,256,535.76,46.82,454
right,25,256,540.84,50.14,456
right,30,256,536.28,44.54,458
up,28,256,535.68,44.2,460
left,24,256,535.48,43.56,462
left,21,256,530.76,40.52,464
down,25,256,531.76,38.72,466
right,18,256,535.48,39.94,468
up,23,256,534.36,39.38,470
down,20,256,533,36.36,472
left,20,256,541.44,38.86,474
down,25,256,545.28,42.38,478
right,19,256,542.84,37.06,480
down,24,256,542.04,34.08,482
left,25,256,550.88,38.66,486
up,25,256,548.96,35.32,488
down,16,256,553.64,37.8,490
right,24,256,564.28,41.92,492
left,29,256,591.08,55.72,494
up,50,256,571.92,45.74,496
down,25,256,577.32,47.32,500
left,40,256,576.92,44.3,502
up,31,256,582.6,47.16,504
right,26,256,580.64,43.78,506
