Best Move,MS To Calculate Best Move,Best Tile in Board,Average Score of Simulations,Average Move Count of Simulations,Current Game Score
up,53,2,270.24,143.64,6
up,54,2,277.24,144.52,8
down,47,4,281.4,148.3,12
up,48,4,273.32,140.52,14
down,47,4,274.04,137.86,16
left,43,4,250.92,124.64,18
down,54,8,268.96,135.3,20
up,44,8,279.16,138.4,24
right,56,8,273.52,134.84,28
left,63,8,277.16,134.3,30
right,56,8,269.4,128.26,34
down,68,16,279.4,133.8,36
left,48,16,281.56,133.5,38
down,44,16,286.12,135.74,40
up,46,16,265.28,121.14,42
down,47,16,294.08,137.92,44
left,32,16,271.08,123.26,46
down,44,16,280.12,127.04,48
right,44,16,261.16,115.46,50
left,52,16,265.28,115.52,52
left,46,16,279.4,126.22,54
down,31,16,269.64,117.14,56
up,50,16,259.52,111.2,58
right,36,16,274.32,117.52,60
down,40,16,275.04,116,62
right,54,16,269,111.9,64
down,48,16,274.6,115.36,66
up,47,16,285.32,120.52,70
left,45,32,265.92,105.82,72
down,36,32,276.08,112,74
left,42,32,274.48,109.02,76
left,49,32,273.8,107.88,78
right,48,32,279.6,111.1,80
right,55,32,279.72,110.9,84
down,49,32,281.96,108.76,86
left,45,32,283.32,109.6,88
right,21,32,289.68,110.98,90
down,34,32,277.2,102.66,92
up,21,32,269.84,98.88,94
right,30,32,276.76,101.6,96
down,38,32,277.36,97.42,98
right,41,32,263.28,92.22,100
down,50,32,274,96.48,102
left,45,32,272.96,93.76,104
right,37,32,283.68,99.4,106
left,36,32,284.84,99.6,108
left,39,32,269.76,88.74,110
down,34,32,288.36,98.82,112
left,48,32,265.28,81.8,114
down,40,32,289.72,94.1,116
left,32,32,289.32,95.56,118
left,37,32,300.48,102.24,120
down,48,32,283.76,90.46,122
down,49,32,285.52,91.12,124
down,37,32,283.24,86.48,126
down,36,32,293.36,93.94,128
left,40,64,290.88,89.9,130
right,44,64,296.92,91.36,132
left,47,64,289.8,87.8,136
right,46,64,307.76,95.78,140
right,44,64,314.28,97.04,142
down,47,64,310.76,92.36,144
up,45,64,304.96,88.34,146
left,46,64,323.68,98,148
right,58,64,327.56,96.84,150
up,33,64,310.88,87.96,152
left,33,64,321.28,92.3,154
left,42,64,321.52,90.1,156
right,35,64,330.32,96.68,158
down,34,128,317.52,87.3,160
left,41,128,328.12,92.82,162
right,37,128,329.44,92.12,164
left,48,128,323.16,88.72,166
down,40,128,322.84,86.56,168
left,37,128,335.12,92.96,170
right,50,128,334.2,90.08,172
left,49,128,327.84,86.34,174
down,39,128,320.28,79.66,176
left,34,128,338.36,90.8,178
right,33,128,330.88,85.58,180
up,36,128,331.04,83.28,182
left,42,128,334.64,84.52,184
right,72,128,340.4,85.74,186
up,35,128,333.24,82.36,188
up,44,128,333.04,80.5,190
right,27,128,325.92,75.16,192
up,40,128,331.12,78.94,194
left,31,128,324.52,72.28,196
left,38,128,331.84,75.88,198
up,38,128,328.6,72.82,200
up,44,128,325.84,71.34,204
down,30,128,329.44,69.1,206
left,40,128,339.6,76.36,208
left,45,128,338.2,72.74,210
right,38,128,341.12,74.2,212
right,39,128,341.92,72.82,214
up,45,128,334.76,70.72,216
down,37,128,331.2,64.44,220
left,29,128,345.52,69.66,222
right,29,128,349.24,71.18,224
down,49,128,346.36,67.82,226
right,44,128,372.48,81.82,228
right,34,128,354.24,71.5,230
right,28,128,355.2,70.46,232
left,34,128,358.56,71.22,234
right,35,128,352.84,67.04,236
up,25,128,362.92,72.06,238
up,41,128,365.64,70.84,240
right,39,128,356.76,66.52,242
down,33,128,359.68,67.76,244
right,45,128,357.2,63.04,248
right,38,128,364.6,66.32,250
up,25,128,361.36,62.2,252
down,28,128,368.56,66.08,254
down,33,128,357.52,58.06,256
down,39,128,362.04,61.42,258
right,32,128,364.16,59.04,260
left,31,128,378.56,66.44,262
down,31,128,367.04,58.76,264
down,36,128,371.56,60.28,266
up,202,128,386.24,66.44,268
right,40,128,375.44,60.98,270
left,38,128,368.72,54.96,272
up,38,128,362.88,51.74,274
right,40,128,364.8,52.04,276
up,26,128,368.88,52.62,278
left,35,128,368.44,51.34,280
right,31,128,374.08,52.8,282
left,43,128,379.56,52.58,284
up,36,128,379.24,52.8,286
right,31,128,405.92,65.9,288
down,49,128,419.36,73.1,290
down,49,128,420.12,72.94,292
left,31,128,423.56,74.48,294
left,41,128,422.4,71.06,296
up,46,128,441.64,80.38,298
right,56,128,441.52,78.5,300
left,34,128,434.6,74.38,302
up,35,256,445.84,80.06,304
up,33,256,428.84,68.84,306
right,38,256,449.16,78.14,308
right,44,256,446.24,76.76,310
down,36,256,447.84,77.56,312
down,43,256,447.76,75.54,314
left,50,256,449.88,74.92,318
down,59,256,449.84,74.98,320
down,76,256,449.76,72.6,322
left,31,256,440.12,64.98,324
left,48,256,455.64,74.38,326
down,46,256,444.36,67.1,328
right,41,256,447,66.7,330
left,43,256,444.64,63.88,332
left,45,256,445.72,64.98,334
down,40,256,450.8,65.12,338
right,30,256,448.6,62.94,340
up,40,256,451.04,63.34,342
left,41,256,443.08,57.88,344
up,38,256,463.56,66.88,346
right,26,256,447.52,57.42,348
left,47,256,456,59.34,350
up,53,256,477.28,70.44,352
right,42,256,461.12,60.72,354
down,42,256,472.2,65.94,356
right,41,256,479.72,69.68,358
right,50,256,461.28,57.62,360
right,53,256,465.6,59.7,362
up,49,256,472.48,62.22,364
up,63,256,474,61.28,366
right,49,256,470.6,58.66,368
down,38,256,459.44,52.48,370
up,30,256,461.8,52.16,372
left,56,256,470.04,56.52,374
down,32,256,482.64,61.1,376
down,49,256,478.24,57.8,378
right,48,256,479.76,58.76,380
down,42,256,470.68,50.06,382
down,41,256,478.6,54.34,384
right,43,256,486.96,57.58,386
left,39,256,482.2,53.98,388
down,40,256,475.56,48.22,390
up,40,256,481.72,52.08,392
right,49,256,482.88,51.68,394
left,27,256,480.28,48.92,396
right,55,256,482.52,49.18,398
down,40,256,485.28,49.2,400
right,37,256,494.4,54.2,402
left,36,256,484.68,49.24,404
up,38,256,479.88,42.66,406
up,38,256,488.36,46.64,408
left,41,256,492.76,48.56,410
right,23,256,477.84,40.12,412
left,31,256,491.84,45.26,414
up,36,256,485.2,40.96,416
right,42,256,493.2,44.34,418
up,31,256,488.48,40.32,420
down,35,256,505.04,48.28,422
left,29,256,510.24,49.66,424
right,39,256,517.28,52.7,426
up,36,256,527.12,56.28,428
left,50,256,527.28,56.74,430
left,41,256,531.04,56.68,432
down,51,256,533,56.44,434
up,44,256,530.08,55.32,436
down,41,256,537.48,57.26,438
up,33,256,530.88,51.28,440
down,36,256,532.72,53.2,442
